CODE,Group,METTL3,METTL14,METTL16,WTAP,KIAA1429,ZC3H13,CBLL1,RBM15,RBM15B,YTHDC1,YTHDC2,YTHDF1,YTHDF2,YTHDF3,HNRNPC,RBMX,FMR1,HNRNPA2B1,IGFBP1,IGFBP2,IGFBP3,PRRC2A,FTO,ALKBH5,"SampleName "
"THCA(T=504,N=338)",Normal,52.2903,12.71,19.8302,81.5483,23.6397,16.6196,9.87,3.8799,13.5902,56.8692,16.5897,31.0098,36.171,19.2799,236.598,119.1874,40.641,509.9094,0.06,60.3916,109.5379,104.6614,29.5002,46.0098,"GTEX-WY7C-0226-SM-3NB37"
"THCA(T=504,N=338)",Normal,42.8602,27.6393,21.1199,99.9189,27.5303,24.2202,11.8497,3.4001,14.9503,86.4014,10.6196,28.1107,37.9009,22.3397,454.519,203.3742,41.1399,668.5992,0.1,12.4303,21.4697,72.2477,36.3293,51.4312,"TCGA-EL-A3ZL-11"
"THCA(T=504,N=338)",Normal,59.0013,10.9599,16.5403,64.6679,20.2202,14.7998,11.2603,2.9001,15.1695,54.2885,17.6405,27.6106,30.9604,15.5302,296.4192,122.4279,28.1595,568.8078,0.05,61.5794,121.0021,98.5911,27.5895,44.9101,"GTEX-11EM3-0126-SM-5985K"
"THCA(T=504,N=338)",Normal,103.622,11.6203,16.7398,80.2196,17.3494,15.1097,8.3601,2.8801,9.2801,85.9594,17.4495,32.139,19.4895,14.0403,279.3626,167.9271,39.7605,665.1324,0,39.3601,88.5723,138.8506,25.5995,51.0689,"GTEX-117XS-0526-SM-5987Q"
"THCA(T=504,N=338)",Normal,29.8809,14.9099,11.2501,64.2791,24.1197,12.5802,7.4602,2.8701,11.5897,44.851,6.9,20.4203,27.5494,13.9704,373.7413,109.4924,22.5497,440.6522,0,12.6598,23.0108,53.0607,19.3696,47.2214,"TCGA-KS-A41I-11"
"THCA(T=504,N=338)",Normal,67.0599,9.1803,22.23,87.4983,33.5295,23.5497,13.5001,3.9199,17.1402,95.3516,19.4396,49.1007,28.5902,16.1797,560.4716,104.4513,42.2701,1024.425,0,62.9999,24.7497,131.552,27.8296,104.1621,"GTEX-13IVO-0926-SM-5KLZP"
"THCA(T=504,N=338)",Normal,29.5698,24.0996,22.3103,67.1716,39.2403,18.3095,11.29,2.5799,19.5003,57.0508,6.9702,34.611,36.5591,20.5595,411.9132,129.8038,28.9893,634.4654,0.05,21.6296,5.5799,67.4188,38.5501,59.738,"TCGA-ET-A2N5-11"
"THCA(T=504,N=338)",Normal,67.8313,12.15,22.7696,79.2084,33.0403,17.7201,10.6403,3.93,13.68,66.9577,15.8105,36.4908,39.6394,19.5098,276.3006,144.6668,37.6391,580.1964,0.03,48.2504,21.8996,139.0625,24.0896,49.7516,"GTEX-XXEK-1326-SM-4BRV1"
"THCA(T=504,N=338)",Normal,88.8428,9.6301,18.1805,62.5083,21.2403,15.07,8.14,2.4299,9.37,61.099,22.0107,23.9896,23.5106,15.7601,252.8774,126.2893,27.0798,640.0309,0.08,52.0589,41.9694,115.5431,30.4707,59.1816,"GTEX-11DXY-0426-SM-5H12R"
"THCA(T=504,N=338)",Normal,96.0414,8.5702,20.7197,58.5288,25.4297,15.36,8.1801,2.11,10.63,58.2819,18.78,31.53,19.1401,11.1903,257.726,133.9907,30.8897,529.5038,0.04,61.2601,34.2696,123.4162,20.5295,47.9603,"GTEX-1313W-0726-SM-5EGK1"
"THCA(T=504,N=338)",Normal,93.1694,10.7002,11.7003,80.0973,20.3906,11.6098,10.3299,3.8299,10.2501,78.6286,20,31.1391,22.7396,16.29,256.3008,142.1421,38.0299,682.0331,0.12,67.8689,52.1817,157.9792,23.4796,50.0491,"GTEX-1212Z-0426-SM-5FQT6"
"THCA(T=504,N=338)",Normal,85.0703,7.89,13.09,72.0876,18.0199,11.45,9.0201,1.8,9.1701,71.5599,16.4294,29.6807,16.5197,11.0102,275.0394,139.9618,30.8405,540.6298,0.05,108.2022,76.6589,134.6798,22.38,50.1289,"GTEX-13OW8-0126-SM-5IJE5"
"THCA(T=504,N=338)",Normal,67.8501,16.4397,17.3603,66.8094,26.6109,17.98,12.77,2.2801,15.4197,61.5496,14.0705,33.5992,25.7008,20.0194,295.0458,141.7092,36.0208,611.2411,0.07,47.5202,43.5188,97.7202,33.139,69.5597,"GTEX-14ABY-0926-SM-5Q5DY"
"THCA(T=504,N=338)",Normal,72.5589,9.7998,15.3802,59.9703,21.6296,15.4401,9.3901,2.2601,15.5604,61.9004,18.4804,32.7394,30.0491,20.0305,248.7916,121.3717,39.2702,696.7503,0.02,36.9694,21.9604,128.1588,32.1903,48.5591,"GTEX-T6MO-0226-SM-32QOL"
"THCA(T=504,N=338)",Normal,64.8879,10.75,18.0199,54.7116,28.3691,13.15,6.0401,2.8501,10.1898,53.7791,15.2899,31.5803,27.1099,14.1301,249.4997,126.8068,30.7402,479.603,0,87.1171,32.0589,114.6178,26.3795,40.5988,"GTEX-Y3IK-0526-SM-4WWE3"
"THCA(T=504,N=338)",Normal,69.0983,9.6702,20.5894,68.5307,20.1001,13.2902,6.9302,2.04,8.4499,49.2814,18.08,31.5104,36.6708,19.0303,215.0001,119.1378,30.5808,436.8508,0.1,51.71,81.2605,121.6918,26.9394,40.1594,"GTEX-P4PQ-2626-SM-33HC9"
"THCA(T=504,N=338)",Normal,57.4197,6.1201,15.9702,53.6004,27.3799,10.6602,7.3401,2.62,9.3098,45.3795,10.0099,26.1592,27.3401,11.8398,188.928,88.9476,31.0701,393.4663,0,132.9914,35.1502,130.0289,15.1202,39.4202,"GTEX-PWOO-0926-SM-2I3EC"
"THCA(T=504,N=338)",Normal,20.8797,19.8894,22.4608,60.2119,28.2592,16.0701,12.1998,2.71,18.1704,43.9188,6.3898,34.04,42.361,22.8202,316.5074,106.6904,28.2906,458.7285,0.02,18.2803,42.5199,59.2103,32.3604,62.2619,"TCGA-ET-A3DW-11"
"THCA(T=504,N=338)",Normal,69.2422,13.68,17.4399,68.5117,24.8805,18.6606,9.1701,2.94,15.31,64.4486,17.8397,37.9193,33.5899,17.5904,278.396,116.686,41.1,649.4154,0,72.9623,18.0199,99.6008,36.8288,51.0405,"GTEX-146FR-0326-SM-5SI8U"
"THCA(T=504,N=338)",Normal,61.2686,10.75,19.3294,63.6098,28.9592,16.3896,8.4002,1.94,14.8996,54.1494,12.4501,27.5704,20.3694,13.0402,327.2605,136.8536,27.1494,552.6022,0,36.5389,36.7905,149.0746,30.9991,69.5115,"GTEX-11EI6-0726-SM-59866"
"THCA(T=504,N=338)",Normal,81.3676,10.1997,21.8799,73.2207,23.2593,13.0203,9.2602,2.4099,16.0802,59.2308,16.2595,29.5493,35.099,17.4495,233.632,140.4186,32.9991,570.6639,0,41.7691,15.7995,126.6838,29.1303,52.8002,"GTEX-XMK1-0626-SM-4B65A"
"THCA(T=504,N=338)",Normal,40.7002,7.89,14.7895,66.8186,24.6504,13.5902,7.3198,3.5499,11.3804,39.2512,10.52,20.4897,29.0799,16.5002,325.4508,127.1942,15.9105,573.5588,0,46.4584,31.6702,89.4174,26.8797,41.7402,"GTEX-OHPL-2626-SM-2HMJA"
"THCA(T=504,N=338)",Normal,59.7794,10.8001,17.6797,54.0594,30.7402,12.5602,6.3299,2.22,12.5297,47.3296,13.16,26.8499,35.6606,15.1401,260.5822,118.1674,28.099,455.5914,0,38.8209,48.2003,120.0081,25.0206,53.6599,"GTEX-OIZG-0226-SM-2TC5L"
"THCA(T=504,N=338)",Normal,72.9118,12.5202,24.5294,76.9624,43.009,22.7003,12.1197,2.96,15.5496,77.8908,17.6405,43.6003,30.969,21.7303,327.669,150.852,38.1011,652.0767,0,77.6213,44.301,170.413,32.2797,67.742,"GTEX-Q2AG-0826-SM-2HMKF"
"THCA(T=504,N=338)",Normal,32.511,24.1398,14.6599,93.9281,23.4796,19,10.3099,3.5801,14.8697,51.9003,9.8598,17.8595,32.1101,20.5694,407.4266,151.7645,25.9407,602.4917,0.02,20.0097,37.0002,67.6622,30.3001,53.2597,"TCGA-EL-A3T1-11"
"THCA(T=504,N=338)",Normal,79.9198,12.6704,19.9598,97.6187,26.5704,19.5504,13.3799,4.2701,16.5403,78.3511,23.1692,38.5394,41.1798,24.1097,284.5612,147.6042,48.549,719.2742,0,109.7279,49.2985,142.9721,44.2396,57.699,"GTEX-RM2N-0526-SM-2TF4N"
"THCA(T=504,N=338)",Normal,91.4419,8.14,20.4302,81.4184,38.751,14.5203,8.6298,4.78,12.9402,71.2185,16.8399,41.4605,35.9909,16.45,254.7069,136.5125,37.4699,621.3222,0,80.5427,44.1385,171.5864,24.5294,69.3815,"GTEX-X4XX-0926-SM-46MV7"
"THCA(T=504,N=338)",Normal,88.689,11.2299,26.4509,72.9017,27.8007,15.85,9.6101,3.32,13.5704,56.8692,17.1402,32.4907,40.641,17.4798,252.7372,136.7872,22.6107,618.1005,0.06,92.481,29.0597,150.7266,23.2593,48.819,"GTEX-ZV7C-0126-SM-57WDE"
"THCA(T=504,N=338)",Normal,90.471,9.9098,18.9802,118.4462,30.4496,15.9901,7.81,3.69,9.3602,98.6526,29.1606,41.0089,32.8007,19.9197,308.3864,135.7482,53.7083,664.3952,0,92.0525,10.0099,165.7645,18.5896,48.0302,"GTEX-13O3P-0726-SM-5J2OM"
"THCA(T=504,N=338)",Normal,27.6201,30.21,22.5294,75.3889,31.6307,22.6201,17.3494,2.7299,22.3893,62.6211,6.4,39.5406,46.61,26.3101,468.9847,153.2444,33.9104,591.28,0.01,14.7404,21.9103,73.9501,47.9903,93.4475,"TCGA-BJ-A2N8-11"
"THCA(T=504,N=338)",Normal,125.1304,9.6401,17.9103,87.2319,24.8598,14.1703,9.5901,2.7199,11.1701,69.579,23.6692,30.359,26.21,17.9203,231.4078,129.633,38.4487,689.7826,0.04,79.2304,37.3688,143.3094,24.2807,43.8793,"GTEX-1128S-0126-SM-5H12S"
"THCA(T=504,N=338)",Normal,118.0773,6.8499,15.2698,63.1617,28.9893,9.6101,5.9198,1.33,10.1398,47.1593,16.0601,34.6903,26.0001,13.5001,217.956,99.518,26.8797,453.3862,0,281.9108,24.19,153.0852,20.7398,38.0589,"GTEX-WOFL-0726-SM-3MJG4"
"THCA(T=504,N=338)",Normal,109.318,9.1701,17.9203,68.6877,27.8701,15.31,8.3799,5.28,9.4797,66.4998,20.8407,26.8499,21.0104,16.9794,326.8298,159.575,37.3506,652.3479,0,27.2606,59.7504,148.5691,14.77,44.879,"GTEX-YFC4-2626-SM-5P9FQ"
"THCA(T=504,N=338)",Normal,34.7095,29.7693,18.4497,66.21,22.9407,23.8008,20.8306,3.6701,15.66,71.0705,10.1898,35.8589,31.1996,21.32,343.0312,140.1171,40.1594,472.7707,0,12.2804,15.9802,68.5307,45.7712,65.1719,"TCGA-EL-A3ZT-11"
"THCA(T=504,N=338)",Normal,27.5207,29.8106,16.9594,68.3315,27.9495,24.0296,22.4499,3.15,16.5197,58.789,10.6403,35.8689,36.2689,24.4903,392.1594,123.7417,37.8694,546.4317,0.03,15.6404,18.08,75.5982,50.1602,67.1111,"TCGA-H2-A2K9-11"
"THCA(T=504,N=338)",Normal,75.2688,9.6702,18.3197,89.5973,26.6792,20.3595,10.0998,1.37,11.8801,64.2702,14.3105,26.23,19.5694,13.6497,337.1381,133.0928,34.5008,560.0444,0.09,67.8595,70.7707,113.4401,31.271,62.0121,"GTEX-145MH-0426-SM-5LU8T"
"THCA(T=504,N=338)",Normal,65.1719,10.2501,20.8205,50.1011,24.6898,20.4302,8.8301,1.39,12.47,54.1607,12.2099,25.6599,20.1796,12.9402,253.2633,121.0272,28.839,505.1252,0.04,28.9592,18.5304,131.1968,23.1003,62.4607,"GTEX-111FC-1026-SM-5GZX1"
"THCA(T=504,N=338)",Normal,108.3298,7.79,15.4604,55.7104,32.439,11.0999,8.55,3.5001,12.1998,67.5591,21.0293,35.7596,33.5109,14.6599,211.6143,110.2081,51.0582,568.5319,0.55,90.867,36.4807,148.1988,23.24,43.6094,"GTEX-13113-0126-SM-5LZVX"
"THCA(T=504,N=338)",Normal,34.98,17.4097,14.0198,98.4409,18.08,14.88,9.2199,3.6599,13.1,58.5816,8.9801,18.5999,30.7892,17.3699,446.8035,149.9555,24.1398,641.4966,0.03,17.7005,21.4593,61.4515,21.0994,44.7889,"TCGA-EL-A3T6-11"
"THCA(T=504,N=338)",Normal,75.6297,7.23,26.7793,74.0014,35.2795,14.7496,8.3202,2.83,11.6203,80.3308,21.0804,34.7312,30.2896,15.8797,265.229,124.8012,40.6692,604.332,0.04,82.7727,70.1601,152.3864,20.0305,58.671,"GTEX-13W46-0926-SM-5LU3T"
"THCA(T=504,N=338)",Normal,76.8398,14.8996,19.2906,75.5982,28.3593,16.5403,9.7598,3.3,13.9704,78.1504,21.7695,39.1588,35.5693,19.6605,286.8982,148.5485,47.7613,770.6853,0,75.2219,43.4194,116.3629,40.901,53.341,"GTEX-13N11-1026-SM-5K7XQ"
"THCA(T=504,N=338)",Normal,58.468,4.8699,34.7697,67.9018,34.1889,16.7805,10.0002,2.67,13.1902,63.131,15.36,34.2601,27.0404,15.4304,423.1416,95.4177,26.5796,725.9357,0.05,90.3582,18.5703,123.8705,20.3807,128.8,"GTEX-OXRO-1226-SM-48TDL"
"THCA(T=504,N=338)",Normal,64.7621,7.0099,14.9804,43.5007,28.7791,9.0001,4.2101,2.7,6.59,38.5394,11.6704,22.0397,19.2599,13.14,170.898,87.5893,20.5395,374.5452,0,61.9605,28.6497,114.8723,13.4198,31.2407,"GTEX-111VG-0526-SM-5N9BW"
"THCA(T=504,N=338)",Normal,67.0413,9.9002,21.2801,72.2978,25.8796,16.3001,6.2501,2.42,12.4001,52.421,19.9004,26.7607,39.3301,23.91,254.4422,143.101,27.6106,590.4608,0.07,96.2213,105.1924,93.2082,26.96,46.4391,"GTEX-WFG8-0426-SM-3GILD"
"THCA(T=504,N=338)",Normal,83.9805,9.7099,19.1401,58.9809,28.809,15.7601,10.06,3.39,9.6401,76.6376,23.4292,30.9604,29.6992,17.6295,241.9381,127.3177,46.0289,538.2368,0.17,22.2593,24.4005,154.2996,18.3502,44.4702,"GTEX-ZC5H-0626-SM-5LU9K"
"THCA(T=504,N=338)",Normal,91.1572,11.33,17.4798,63.968,23.9498,16.4899,11.0102,3.16,15.2602,68.2889,17.8199,33.0701,31.8596,15.5896,181.8358,122.8614,34.3195,607.7346,0.04,42.0189,65.9078,118.1019,25.5995,41.6189,"GTEX-13X6H-0526-SM-5LU4Q"
"THCA(T=504,N=338)",Normal,122.3261,10.9099,22.5904,111.1132,27.8605,15.4904,9.5001,4.25,10.0203,100.4466,23.5595,40.551,37.6287,25.3804,296.9333,186.2494,53.3817,577.8285,0,187.74,31.219,152.5449,29.1991,47.1397,"GTEX-REY6-0526-SM-2TF5M"
"THCA(T=504,N=338)",Normal,66.6798,8.5898,20.5495,75.1125,20.4897,17.1605,7.3702,2.36,10.0398,70.5405,13.87,33.8799,23.6299,12.5898,321.7498,121.044,34.7793,573.0422,0.18,50.6704,52.4901,128.4078,16.9994,56.1796,"GTEX-OXRP-0326-SM-33HBJ"
"THCA(T=504,N=338)",Normal,72.7906,12.3196,19.4396,79.6102,36.5794,16.6496,10.1201,3.16,11.54,70.9278,19.0501,38.4594,34.5391,22.7207,355.1774,164.1978,45.6508,622.0978,0,30.549,62.9999,146.7168,31.0895,59.8001,"GTEX-QV44-0826-SM-2S1RG"
"THCA(T=504,N=338)",Normal,36.8109,22.9407,19.1706,73.241,24.6197,19.3495,16.4397,3.84,16.8399,60.0785,9.0803,41.7489,38.3795,19.6605,481.4349,120.1329,31.9702,608.7464,0,20.2694,14.7098,72.8916,34.5104,68.6305,"TCGA-BJ-A3PU-11"
"THCA(T=504,N=338)",Normal,94.7783,8.4499,13.3799,83.0428,19.7698,11.05,10.2401,3.8201,11.1399,77.8422,20.1293,41.1114,31.1693,18.0099,255.8926,134.0929,31.8905,775.7232,0.07,66.6613,44.5196,196.5146,17.4,43.4585,"GTEX-113JC-0126-SM-5EGJW"
"THCA(T=504,N=338)",Normal,92.2377,11.6002,19.9806,72.9978,30.6891,14.6599,9.2698,2.8801,9.0301,67.0506,19.5694,32.7507,34.6903,15.1801,214.6129,142.6257,38.9989,556.7545,0.07,31.9901,17.8905,161.5337,19.3294,37.66,"GTEX-V1D1-0926-SM-4JBHQ"
"THCA(T=504,N=338)",Normal,80.2919,9.4903,17.8595,80.6209,18.8295,15.3504,7.6699,2.6801,10.8699,74.4696,20.0194,24.4598,22.4701,15.6296,306.2987,195.6719,36.4807,836.5444,0.08,45.2789,34.859,135.2036,25.9407,45.6888,"GTEX-11GS4-0826-SM-5986J"
"THCA(T=504,N=338)",Normal,74.4387,15.0595,17.1605,69.9319,23.1596,15.2602,10.2401,2.7,11.9902,69.8302,24.3296,29.4205,31.7493,17.8002,292.9875,140.3699,33.5295,587.5214,0,99.9812,51.6706,111.8163,31.3101,54.36,"GTEX-11LCK-0526-SM-5A5M9"
"THCA(T=504,N=338)",Normal,67.4609,9.1498,18.9894,58.891,27.2097,12.5002,8.3301,2.39,11.3804,52.8588,19.0197,28.1692,31.1196,15.4401,277.1253,123.2965,29.3208,590.5018,0.08,141.0233,65.9718,113.629,29.7198,50.871,"GTEX-1497J-0126-SM-5Q5BK"
"THCA(T=504,N=338)",Normal,54.6509,11.9197,14.43,55.3409,19.8701,15.4497,10.9599,2.2801,14.9203,55.3716,17.3206,31.2797,32.329,16.7201,234.6544,117.1723,28.62,593.5795,0.06,61.0609,56.059,99.4421,32.43,53.7418,"GTEX-ZVP2-0426-SM-57WC2"
"THCA(T=504,N=338)",Normal,43.4194,11.3701,17.4399,65.812,24.3904,19.5599,10.2203,2.1,12.0803,60.4796,13.5001,24.3904,31.0808,24.5192,331.7369,93.6485,33.231,538.4607,0,52.5702,46.1887,85.6204,32.9306,40.3995,"GTEX-OHPM-2626-SM-33HC5"
"THCA(T=504,N=338)",Normal,37.5193,24.9807,15.4797,66.8603,24.2807,20.6996,15.4497,3.7901,15.5302,63.6804,8.8897,33.231,36.2111,21.0104,363.7986,129.4983,37.4388,602.45,0,13.8498,14.9099,61.1286,36.4402,70.7805,"TCGA-KS-A41J-11"
"THCA(T=504,N=338)",Normal,68.5497,6.0602,19.0897,62.318,27.5991,10.6602,6.84,1.77,12.5297,45.7807,12.6397,28.7791,22.5497,11.7101,219.4264,111.8706,26.8499,628.8612,0.12,66.7816,20.2202,160.0735,21.6206,53.5596,"GTEX-WYBS-1926-SM-3NM8N"
"THCA(T=504,N=338)",Normal,59.68,7.7501,23.6004,76.4307,27.5704,14.9503,5.8399,1.67,10.6499,65.8302,11.2097,30.4391,25.1998,13.8201,517.8883,102.5217,29.7507,644.9743,0.09,94.3719,57.9515,136.3423,18.5304,72.72,"GTEX-12WSH-0226-SM-5GCOG"
"THCA(T=504,N=338)",Normal,110.7288,12.2201,23.3207,159.9737,27.6891,11.8604,9.8803,1.74,10.3601,68.7401,26.5501,39.5187,44.4795,21.0702,385.743,148.8371,32.079,600.2824,0,24.6692,49.3087,178.6995,18.9198,37.6992,"GTEX-14A5H-0726-SM-5Q5DW"
"THCA(T=504,N=338)",Normal,32.6397,27.8895,19.41,115.7596,28.44,25.09,17.6895,5.1398,17.22,79.2084,12.3898,29.619,41.1199,29.2396,532.1899,188.8494,40.2597,709.8636,0.01,15.6795,39.5488,76.0977,40.4107,62.4997,"TCGA-EL-A3N3-11"
"THCA(T=504,N=338)",Normal,46.8497,5.9301,15.0804,51.7889,25.9605,7.6598,6.3501,1.54,11.45,32.8394,9.2602,25.2505,25.1405,14.6102,194.5359,70.0678,22.0107,431.195,0.02,59.2513,25.6599,133.1482,21.4906,57.9515,"GTEX-YFCO-0326-SM-4W1ZP"
"THCA(T=504,N=338)",Normal,86.6774,10.1799,26.0994,76.4625,31.7207,12.8197,8.87,2.9999,14.3502,53.0313,17.9999,34.2506,29.6293,13.4898,187.8962,101.0122,31.1996,446.8964,0,61.0693,37.5011,156.0637,25.5092,56.0901,"GTEX-NFK9-0726-SM-2HMJW"
"THCA(T=504,N=338)",Normal,97.5578,12.0502,20.2497,66.9902,26.0001,16.8399,10.7597,3.52,7.8998,75.9712,23.8008,30.4496,22.0902,14.6304,295.66,125.0784,47.3099,565.4664,0.03,73.4393,77.5891,119.2783,26.1392,45.3795,"GTEX-11ZVC-0126-SM-5986G"
"THCA(T=504,N=338)",Normal,61.6008,12.4899,25.58,61.3409,28.0407,18.4394,9.3001,1.67,18.4497,54.8292,10.9304,28.14,22.0107,12.6003,293.7195,112.3602,27.5608,439.7369,0,44.3194,91.518,149.7166,28.4794,65.1312,"GTEX-R55E-0826-SM-2TC5M"
"THCA(T=504,N=338)",Normal,82.6007,12.15,25.3593,83.8409,30.5194,16.5002,11.33,3.59,13.95,75.5302,21.2904,34.099,38.5287,22.2701,307.3834,160.6293,43.9889,758.391,0.03,58.8706,107.6934,147.4202,36.9105,60.7316,"GTEX-WYJK-1626-SM-3NM9J"
"THCA(T=504,N=338)",Normal,63.3414,7.9201,21.6206,56.3785,22.3103,13.2305,6.67,1.83,10.9698,40.2402,11.8999,22.1608,18.0099,11.4802,273.0828,124.0423,29.8602,487.7835,0,44.0194,28.1692,127.8394,28.5091,48.5793,"GTEX-RVPV-1226-SM-2TF73"
"THCA(T=504,N=338)",Normal,31.2797,26.5501,16.53,123.0489,28.5308,21.3407,16.69,4.5199,18.5304,69.9998,8.3799,27.3799,45.1598,29.4695,431.3445,183.5707,45.8506,653.8871,0,14.3105,17.4701,71.6592,32.7303,59.7587,"TCGA-EL-A3H7-11"
"THCA(T=504,N=338)",Normal,86.3775,8.6,14.0597,62.2187,25.3207,12.6598,7.2401,2.2399,12.0602,50.6915,18.5806,30.4602,36.1509,15.1695,239.4024,133.666,28.5902,625.6004,0.06,39.1289,20.4401,157.7494,24.5805,42.2994,"GTEX-145ME-0126-SM-5S2QM"
"THCA(T=504,N=338)",Normal,68.8211,10.9001,14.9099,66.0679,20.2202,13.09,7.9498,1.77,10.6101,49.9901,20.7197,22.1301,18.3197,16.1103,271.5539,135.9837,27.9999,587.0736,0.07,44.7206,98.0731,124.5593,26.23,56.2692,"GTEX-ZDTS-0926-SM-4WAXG"
"THCA(T=504,N=338)",Normal,71.2876,20.8696,20.7599,70.131,31.0292,19.67,11.3804,3.8101,18.3896,83.8177,17.98,41.0089,35.1502,15.9802,309.9723,148.425,46.0289,648.6956,0.07,31.2992,37.6496,122.4788,32.2998,69.1798,"GTEX-11NSD-0126-SM-5987F"
"THCA(T=504,N=338)",Normal,72.1977,11.3599,18.6696,75.5197,20.9,15.2095,10.0203,2.5501,15.6198,67.4094,20.9697,32.1903,37.3999,17.22,306.4686,142.8532,31.8198,667.3491,0.13,69.3719,39.5708,101.7924,25.7204,47.6489,"GTEX-13CF3-0926-SM-5LZZC"
"THCA(T=504,N=338)",Normal,100.4327,5.65,22.7601,60.4796,22.3598,19.0699,8.28,1.45,13.43,58.671,19.9197,37.0207,21.6896,17.5697,300.5362,138.7159,34.0896,681.7022,0,90.158,14.1095,139.6711,31.8596,65.2487,"GTEX-13PL6-1026-SM-5L3E5"
"THCA(T=504,N=338)",Normal,108.593,8.9603,22.0795,65.5797,21.9194,13.8796,6.67,1.88,9.7801,58.6507,21.2197,27.6604,16.6403,12.4096,231.3597,134.0279,29.4695,567.8624,0.1,47.5598,36.8007,140.3504,28.2396,55.9309,"GTEX-ZYFC-0926-SM-5GZWW"
"THCA(T=504,N=338)",Normal,23.4504,18.8896,16.1696,63.0785,25.4703,18.9395,12.4199,3.11,15.8599,49.0496,6.1602,26.3192,33.6902,21.2403,397.4133,110.7211,27.6201,486.5341,0.02,15.3802,29.6704,55.1303,33.5411,62.068,"TCGA-BJ-A28R-11"
"THCA(T=504,N=338)",Normal,29.1404,22.38,20.5495,71.888,26.0307,17.17,15.85,4.3999,21.78,49.3908,5.99,40.0704,35.6211,25.0396,407.5679,146.5643,32.0589,415.2385,0,12.5802,14.8398,73.6687,43.6306,79.6599,"TCGA-EM-A1CV-11"
"THCA(T=504,N=338)",Normal,116.1937,10.0502,16.99,65.5797,30.9197,19.1799,10.9197,3.6301,9.8899,77.2082,23.0603,33.4389,28.7492,21.44,244.6871,157.7385,40.4107,586.3009,0,21.7393,33.8306,134.4466,27.2002,34.17,"GTEX-W5X1-0426-SM-3GILB"
"THCA(T=504,N=338)",Normal,87.25,10.5302,18.34,65.1719,23.2094,13.8,7.4199,1.94,11.4397,56.2614,19.0197,27.3496,29.5698,17.4302,194.7248,108.902,37.3196,555.4054,0,71.1198,40.4611,134.1022,22.0306,39.4804,"GTEX-RWS6-0626-SM-2XCAS"
"THCA(T=504,N=338)",Normal,95.6627,12.7497,21.1507,65.9398,30.9991,17.5101,10.0998,1.8,10.2302,71.1494,15.6904,26.0506,23.0507,17.0904,324.5497,151.3023,29.4307,591.239,0,70.0095,90.6217,136.5409,29.2801,58.6181,"GTEX-ZE7O-1126-SM-57WC8"
"THCA(T=504,N=338)",Normal,83.2214,7.7099,17.8298,64.1278,30.77,17.1902,8.92,2.08,12.0401,59.1119,18.3603,31.8507,19.8495,12.7797,275.9752,138.3223,35.0407,619.3013,0.03,94.7717,62.6906,158.8467,20.5295,51.4098,"GTEX-13N2G-0726-SM-5MR38"
"THCA(T=504,N=338)",Normal,73.2004,9.1201,18.9198,67.0692,24.9998,16.6403,12.4596,2.93,10.2999,67.9583,19.5396,31.41,28.3495,14.9897,204.0237,104.8212,36.0608,584.07,0.28,107.0608,55.2183,112.6565,22.3505,39.3711,"GTEX-ZZPU-1326-SM-5GZWS"
"THCA(T=504,N=338)",Normal,97.2809,8.1501,25.0206,62.6385,25.1806,14.2205,6.9,1.9201,9.8598,64.6007,16.3001,28.4893,20.0903,15.5098,223.7267,109.3331,40.3491,538.4981,0,18.7501,27.2304,126.3593,30.8597,46.3202,"GTEX-13OW7-0826-SM-5L3EL"
"THCA(T=504,N=338)",Normal,87.0205,9.81,17.3002,74.0681,21.7393,12.5698,8.6101,2.56,9.72,59.5891,16.2697,31.1607,28.2005,16.3397,233.2598,134.6798,33.751,617.3726,0.13,139.8067,12.71,125.6432,21.8996,46.3587,"GTEX-14C38-0826-SM-5S2U8"
"THCA(T=504,N=338)",Normal,60.4502,11.9098,15.8995,75.2897,20.9,18.3896,12.4001,2.5101,14.7895,48.4616,15.1296,29.3391,35.9111,17.7103,273.4806,121.8015,28.181,779.3881,0.03,109.8878,23.8702,106.7866,31.541,47.629,"GTEX-13FTW-0626-SM-5IFEX"
"THCA(T=504,N=338)",Normal,56.3981,9.5298,19.7205,79.7207,36.0708,15.0501,6.29,2.21,14.3602,52.3302,11.6098,25.7098,22.0107,14.5405,303.1095,138.4662,26.4601,487.7158,0.13,39.7908,66.9392,126.0794,25.5693,57.9716,"GTEX-N7MS-2326-SM-2HMLD"
"THCA(T=504,N=338)",Normal,72.0277,11.2097,23.9597,68.5307,24.5907,12.5202,8.9002,2.09,15.8797,55.8418,16.69,31.5891,33.4505,18.9198,232.0825,116.2501,29.4205,525.4455,0,83.7074,50.4286,160.2845,36.0109,56.8692,"GTEX-WXYG-0226-SM-3NB2Y"
"THCA(T=504,N=338)",Normal,91.8676,13.8998,29.8106,83.5509,23.8504,14.7496,12.1004,2.95,17.1402,65.78,18.5703,39.0098,38.9206,16.4203,218.4855,117.3999,43.0687,502.2275,0.04,77.4225,48.9206,134.2138,29.27,52.2215,"GTEX-14ICL-0426-SM-5RQJ3"
"THCA(T=504,N=338)",Normal,28.0601,31.2992,17.3795,87.6319,29.3391,24.7703,17.0301,4.2799,17.9103,61.8704,9.6001,40.31,40.551,27.2493,439.1277,150.0075,35.7795,555.059,0,13.0302,16.9994,71.9179,47.461,72.4584,"TCGA-EL-A3GZ-11"
