CODE,Group,purity,TMB,HRD,LOH,MATH,MSI,NEO,ploidy,SampleName
LGG,Tumor,0.89,0.18,4,0.054980683,33.64361538,0.3226,4,3.89,TCGA-S9-A7J2-01
LGG,Tumor,0.92,0.8,20,0.104002942,34.19607273,0.3294,2,1.98,TCGA-E1-A7YI-01
LGG,Tumor,0.88,0.7,12,0.141413069,87.39536842,0.3434,14,1.88,TCGA-DU-7302-01
LGG,Tumor,0.71,0.4,9,0.108712131,19.58580645,0.3291,2,1.9,TCGA-P5-A5EX-01
LGG,Tumor,0.83,0.4,4,0.054527982,49.41416662,0.3046,14,3.89,TCGA-FG-A60K-01
LGG,Tumor,0.65,0.6,10,0.161178227,25.06974738,0.2936,0,1.95,TCGA-CS-5397-01
LGG,Tumor,0.74,0.4,12,0.060764202,77.59442278,0.2614,4,3.87,TCGA-E1-5322-01
LGG,Tumor,0.42,0.38,0,0.000456984,53.64671053,0.3046,0,2,TCGA-HT-7854-01
LGG,Tumor,0.22,0.52,4,0.054469639,33.64968646,0.3082,3,3.82,TCGA-HT-7467-01
LGG,Tumor,0.43,0.48,4,0.063643981,38.13529345,0.3173,0,1.94,TCGA-HT-7874-01
LGG,Tumor,0.66,0.36,5,0.217253595,18.57925573,0.3279,1,1.78,TCGA-VM-A8CD-01
LGG,Tumor,0.79,0.74,6,0.107156206,39.47633803,0.3365,3,1.89,TCGA-HT-7616-01
LGG,Tumor,0.88,0.7,3,0.057571984,35.71269905,0.3216,1,2.04,TCGA-KT-A7W1-01
LGG,Tumor,0.61,0.54,22,0.085308786,88.8304446,0.3259,1,3.85,TCGA-P5-A5F2-01
LGG,Tumor,0.36,0.48,7,0.063581892,27.16474342,0.3408,1,1.96,TCGA-HT-7607-01
LGG,Tumor,0.82,0.46,28,0.087925414,30.58225882,0.3182,5,2.01,TCGA-HT-7873-01
LGG,Tumor,0.87,0.5,9,0.064976843,56.78042553,0.2945,2,1.95,TCGA-DB-A64P-01
LGG,Tumor,0.24,0.34,2,0.019382714,85.22031496,0.3028,3,2.06,TCGA-DU-7011-01
LGG,Tumor,0.84,0.54,5,0.086757213,53.19917647,0.3367,10,1.93,TCGA-P5-A77X-01
LGG,Tumor,0.56,0.46,4,0.083665487,97.0556044,0.3185,4,3.29,TCGA-VM-A8CA-01
LGG,Tumor,0.32,0.64,13,0.014450209,102.9438171,0.3113,3,4.22,TCGA-DU-7015-01
LGG,Tumor,0.79,0.5,4,0.055710122,29.59615819,0.3239,0,1.94,TCGA-TM-A84O-01
LGG,Tumor,0.74,0.54,12,0.041450164,55.11084614,0.3032,4,3.91,TCGA-S9-A7R3-01
LGG,Tumor,0.86,0.22,6,0.055029747,19.45830328,0.331,13,1.97,TCGA-DU-A6S6-01
LGG,Tumor,0.86,0.48,3,0.04034897,29.91746143,0.3327,33,2,TCGA-P5-A735-01
LGG,Tumor,0.79,0.32,4,0.054913742,96.35728633,0.3142,0,3.82,TCGA-FG-A6J1-01
LGG,Tumor,0.45,0.42,19,0.092835202,12.15513971,0.3103,13,3.82,TCGA-S9-A7R7-01
LGG,Tumor,0.64,0.74,13,0.100933681,27.57115789,0.2903,3,1.97,TCGA-DU-6402-01
LGG,Tumor,0.61,0.6,0,0.000505272,33.31630303,0.3053,0,2.05,TCGA-HT-7684-01
LGG,Tumor,0.75,1,11,0.110559677,35.10161843,0.3196,4,1.99,TCGA-HT-8104-01
LGG,Tumor,0.91,0.36,3,0.020716754,16.52031693,0.3294,55,1.98,TCGA-FN-7833-01
LGG,Tumor,0.74,0.34,10,0.012377863,66.16360952,0.2863,1,2.1,TCGA-HT-7473-01
LGG,Tumor,0.84,0.52,10,0.046739165,90.06285902,0.2994,5,1.97,TCGA-DB-A4XF-01
LGG,Tumor,0.34,0.42,6,0.055017663,36.44253435,0.3232,5,3.88,TCGA-FG-A713-01
LGG,Tumor,0.53,0.86,7,0.134708586,18.356,0.3183,2,3.9,TCGA-E1-A7YL-01
LGG,Tumor,0.89,0.52,3,0.084086659,27.18139304,0.2798,1,1.97,TCGA-CS-5396-01
LGG,Tumor,0.82,0.48,14,0.077419251,47.48366799,0.3312,8,3.9,TCGA-HW-8322-01
LGG,Tumor,0.73,0.34,3,0.010466677,26.95636364,0.3187,4,2,TCGA-S9-A6U9-01
LGG,Tumor,0.71,0.24,10,0.006818039,55.46574954,0.3427,0,4.04,TCGA-HT-7676-01
LGG,Tumor,0.95,0.58,18,0.087544255,52.48956522,0.3254,1,3.69,TCGA-HT-7469-01
LGG,Tumor,0.62,0.52,12,0.059109635,51.79903799,0.3039,1,1.97,TCGA-HT-7478-01
LGG,Tumor,0.58,0.76,11,0.006948387,73.80413877,0.3286,1,4.38,TCGA-DU-A5TW-01
LGG,Tumor,0.82,0.6,8,0.112717794,50.23016393,0.3238,14,1.92,TCGA-S9-A6TX-01
LGG,Tumor,0.88,0.86,32,0.184295887,22.65767442,0.3219,6,1.84,TCGA-RY-A83Z-01
LGG,Tumor,0.96,0.88,6,0.114195498,82.46964026,0.3011,0,1.9,TCGA-FG-A6IZ-01
LGG,Tumor,0.75,0.54,11,0.047173203,70.39235294,0.3223,1,1.98,TCGA-HW-8321-01
LGG,Tumor,0.97,0.42,9,0.177298136,53.53833333,0.3039,0,1.82,TCGA-EZ-7264-01
LGG,Tumor,0.25,0.66,28,0.095829213,71.04125,0.303,0,4.29,TCGA-CS-6666-01
LGG,Tumor,0.93,0.26,6,0.186090849,24.73410732,0.3073,2,1.81,TCGA-HW-7491-01
LGG,Tumor,0.29,0.3,3,0.01226066,102.6202612,0.2989,1,4.07,TCGA-S9-A6U1-01
LGG,Tumor,0.19,1.04,26,0.139425936,72.01655666,0.3001,0,3.75,TCGA-E1-5307-01
LGG,Tumor,0.72,0.3,5,0.053851847,62.77675676,0.2961,5,1.97,TCGA-HW-7495-01
LGG,Tumor,0.58,0.54,4,0.054498612,68.743391,0.328,1,1.95,TCGA-HT-7481-01
LGG,Tumor,0.57,7.14,3,0.090484368,47.79204401,0.317,5,1.97,TCGA-HT-8110-01
LGG,Tumor,0.87,0.74,9,0.010603212,89.90693878,0.326,18,2.04,TCGA-QH-A6CW-01
LGG,Tumor,0.93,0.22,7,0.072878709,23.7216,0.2838,0,1.93,TCGA-DU-5870-01
LGG,Tumor,0.19,0.48,6,0.028973327,67.21335687,0.3007,0,2.11,TCGA-FG-8182-01
LGG,Tumor,0.38,1.06,6,0.0864769,27.50076151,0.3084,3,1.99,TCGA-FG-6688-01
LGG,Tumor,0.34,0.36,3,0.056024064,69.30936353,0.3363,0,1.94,TCGA-HT-8113-01
LGG,Tumor,0.72,0.74,11,0.098067522,71.1648,0.3139,1,1.91,TCGA-HT-7689-01
LGG,Tumor,0.97,0.64,2,0.052918865,12.81680921,0.3016,0,2.18,TCGA-DU-7013-01
LGG,Tumor,0.5,0.28,5,0.006696131,71.63261201,0.3266,3,4.08,TCGA-E1-A7Z3-01
LGG,Tumor,0.71,0.4,8,0.035868668,80.04732473,0.3046,1,2.03,TCGA-HT-7476-01
LGG,Tumor,0.76,0.48,4,0.055185615,78.71722042,0.3074,0,3.89,TCGA-TQ-A7RG-01
LGG,Tumor,0.81,2.04,2,0.0001997,60.66289816,0.3107,20,5.51,TCGA-DU-A7T6-01
LGG,Tumor,0.67,0.38,10,0.029612339,46.2316129,0.3289,4,2,TCGA-DB-A4XC-01
LGG,Tumor,0.72,1.1,6,0.100845838,30.44726437,0.3281,9,1.98,TCGA-FG-A4MW-01
LGG,Tumor,0.77,0.54,9,0.061522995,92.33836677,0.2682,1,3.85,TCGA-DH-5142-01
LGG,Tumor,0.8,0.68,22,0.161039613,87.28657571,0.3208,1,1.97,TCGA-TQ-A7RH-01
LGG,Tumor,0.89,0.4,5,0.084153865,102.9726949,0.3326,9,1.92,TCGA-HT-8012-01
LGG,Tumor,0.94,0.56,13,0.014508286,33.11346039,0.3171,0,2.11,TCGA-S9-A7QW-01
LGG,Tumor,0.64,0.56,11,0.042613167,66.16450873,0.325,4,3.91,TCGA-P5-A733-01
LGG,Tumor,0.72,0.32,11,0.040692897,90.22183261,0.3246,6,3.91,TCGA-E1-A7Z4-01
LGG,Tumor,0.76,0.58,11,0.032765476,70.01382399,0.3305,0,4,TCGA-FG-8185-01
LGG,Tumor,0.31,0.46,9,0.038515335,89.6132006,0.3379,2,3.95,TCGA-HW-8320-01
LGG,Tumor,0.73,0.46,1,0.001039381,29.652,0.3037,2,2.01,TCGA-CS-6667-01
LGG,Tumor,0.83,0.7,4,0.054428543,80.484,0.2803,2,3.54,TCGA-DB-5279-01
LGG,Tumor,0.82,0.58,4,0.053862776,49.99132948,0.3002,2,1.95,TCGA-CS-6670-01
LGG,Tumor,0.54,0.5,7,0.063998795,50.07271698,0.3035,8,1.94,TCGA-DB-A64V-01
LGG,Tumor,0.52,0.8,6,0.075806651,26.29089692,0.2846,1,2.02,TCGA-DU-5854-01
LGG,Tumor,0.6,1.06,8,0.069145725,77.81347826,0.3079,24,3.86,TCGA-DH-A7UR-01
LGG,Tumor,0.73,0.98,5,0.154667631,97.3172549,0.3037,3,1.86,TCGA-S9-A6WL-01
LGG,Tumor,0.87,0.12,1,0.010144275,33.20783802,0.3401,2,2,TCGA-HT-7880-01
LGG,Tumor,0.78,0.68,4,0.053889351,77.17258029,0.267,3,3.92,TCGA-E1-5318-01
LGG,Tumor,0.96,0.48,7,0.121037745,31.97764706,0.3022,11,1.95,TCGA-DU-6393-01
LGG,Tumor,0.91,0.64,2,0.050544875,51.99283907,0.3326,0,3.93,TCGA-TM-A84J-01
LGG,Tumor,0.83,0.68,4,0.089580663,34.25821782,0.3002,3,1.91,TCGA-FG-5962-01
LGG,Tumor,0.81,0.48,9,0.013124191,34.13613278,0.3305,0,2.03,TCGA-F6-A8O4-01
LGG,Tumor,0.76,0.34,15,0.076745649,99.7225,0.3215,1,3.95,TCGA-S9-A7R1-01
LGG,Tumor,0.98,0.54,6,0.055753141,42.91736842,0.3177,0,1.96,TCGA-TM-A84M-01
LGG,Tumor,0.84,0.36,4,0.055333212,39.65729278,0.3079,1,1.95,TCGA-P5-A5ET-01
LGG,Tumor,0.81,0.72,12,0.087513481,45.29375115,0.322,2,3.84,TCGA-P5-A72W-01
LGG,Tumor,0.65,0.3,8,0.022055802,58.37414634,0.3158,0,2.04,TCGA-FG-A70Y-01
LGG,Tumor,0.77,0.34,9,0.017071834,41.24526316,0.2977,2,2.02,TCGA-HW-A5KM-01
LGG,Tumor,0.54,1.06,10,0.116623913,30.47566667,0.3257,2,1.98,TCGA-FG-A87Q-01
LGG,Tumor,0.91,1.02,2,0.051379481,17.31160895,0.3113,0,2.04,TCGA-FG-A4MU-01
LGG,Tumor,0.91,0.5,15,0.029441277,48.69678049,0.3091,1,2.01,TCGA-DB-A4XB-01
LGG,Tumor,0.87,0.64,18,0.071812468,21.59278304,0.3142,0,1.95,TCGA-WY-A85D-01
LGG,Tumor,0.59,0.36,6,0.067883357,102.1210206,0.3059,1,1.93,TCGA-FG-6689-01
LGG,Tumor,0.9,0.7,39,0.322551607,76.32319527,0.2819,2,1.8,TCGA-DB-5277-01
LGG,Tumor,0.59,0.64,9,0.074598151,33.30058594,0.2926,0,3.87,TCGA-HT-A615-01
LGG,Tumor,0.89,0.5,13,0.072758055,62.80965517,0.3472,4,1.98,TCGA-DU-7301-01
LGG,Tumor,0.84,0.28,4,0.014642337,54.18828917,0.3161,1,1.99,TCGA-P5-A5EW-01
LGG,Tumor,0.84,0.3,7,0.047339483,38.24792553,0.3218,12,1.96,TCGA-HT-A5RB-01
LGG,Tumor,0.36,1.08,8,0.104872673,29.82084222,0.3204,3,2.01,TCGA-E1-A7YN-01
LGG,Tumor,0.73,0.82,3,0.065499678,20.7564,0.3276,1,2.1,TCGA-QH-A6XC-01
LGG,Tumor,0.47,0.62,6,0.09177563,14.83337979,0.306,7,1.92,TCGA-S9-A6WN-01
LGG,Tumor,0.61,1.38,11,0.064896934,82.33411067,0.298,0,3.81,TCGA-DB-A64L-01
LGG,Tumor,0.85,0.6,15,0.035023764,84.37383114,0.3189,4,3.83,TCGA-TM-A84I-01
LGG,Tumor,0.85,0.56,4,0.087212693,103.0667656,0.3324,0,3.85,TCGA-QH-A6CZ-01
LGG,Tumor,0.66,0.58,4,0.037505066,26.26994164,0.3216,3,1.98,TCGA-WY-A858-01
LGG,Tumor,0.95,0.44,6,0.098470718,45.88307643,0.3204,2,1.92,TCGA-VM-A8CB-01
LGG,Tumor,0.69,0.64,13,0.017358755,36.05303405,0.3315,0,4.1,TCGA-VM-A8CF-01
LGG,Tumor,0.85,0.36,4,0.054429672,78.8552104,0.3413,1,1.95,TCGA-HT-7608-01
LGG,Tumor,0.79,0.28,5,0.018117694,47.9919021,0.303,22,2,TCGA-CS-4938-01
LGG,Tumor,0.7,0.48,4,0.055134591,46.95379135,0.3222,0,1.94,TCGA-QH-A6X5-01
LGG,Tumor,0.84,0.48,2,0.016846012,71.10291384,0.317,4,2.04,TCGA-DU-8166-01
LGG,Tumor,0.25,0.36,5,0.015825996,52.15421698,0.3227,3,3.91,TCGA-HT-8018-01
LGG,Tumor,0.99,0.7,10,0.101619838,16.70535211,0.2991,0,1.95,TCGA-DU-7292-01
LGG,Tumor,0.83,0.22,2,0.001323335,97.57282051,0.2903,80,2.1,TCGA-FG-6691-01
LGG,Tumor,0.69,0.84,11,0,56.67191751,0.303,5,4,TCGA-DU-6399-01
LGG,Tumor,0.5,0.3,4,0.063100645,65.37854167,0.3264,0,1.99,TCGA-S9-A7IQ-01
LGG,Tumor,0.25,0.4,7,0.073658144,35.34531451,0.3054,0,1.91,TCGA-S9-A6WI-01
LGG,Tumor,0.75,0.18,0,0.000292402,39.86235849,0.3057,2,2,TCGA-DB-A64S-01
LGG,Tumor,0.84,1.2,3,0.076492622,18.4325997,0.2976,1,2,TCGA-FG-6692-01
LGG,Tumor,0.51,0.34,9,0.000283019,85.53461538,0.2992,0,3.94,TCGA-HW-7489-01
LGG,Tumor,0.93,0.18,8,0.05043959,126.0426754,0.3313,0,1.96,TCGA-R8-A6YH-01
LGG,Tumor,0.54,0.4,10,0.023173843,63.90275138,0.311,0,3.77,TCGA-HT-A618-01
LGG,Tumor,0.53,0.34,12,0.053109167,44.71333333,0.2997,5,3.95,TCGA-QH-A65S-01
LGG,Tumor,0.73,0.48,10,0.030521994,79.96828079,0.32,3,2,TCGA-DU-7019-01
LGG,Tumor,0.73,0.74,19,0.048278009,41.47008403,0.3296,12,2.14,TCGA-TM-A84H-01
LGG,Tumor,0.87,0.5,12,0.072974652,37.07360576,0.3175,0,1.97,TCGA-S9-A7R8-01
LGG,Tumor,0.78,0.46,6,0.070512919,83.72837366,0.3214,5,1.94,TCGA-S9-A7J3-01
LGG,Tumor,0.67,0.36,6,0.036320131,26.8939508,0.3247,5,1.97,TCGA-TM-A84L-01
LGG,Tumor,0.54,0.44,6,0.052791914,31.05240246,0.3282,1,3.94,TCGA-E1-A7YH-01
LGG,Tumor,0.82,1.46,12,0.099436585,61.77683991,0.3075,8,1.94,TCGA-P5-A5EV-01
LGG,Tumor,0.81,0.68,0,0.100968388,29.78186107,0.3146,2,2.02,TCGA-DU-A7TD-01
LGG,Tumor,0.79,0.4,2,0.006655252,52.72070528,0.3049,1,2,TCGA-HW-A5KL-01
LGG,Tumor,0.82,0.26,9,0.101603126,27.49598711,0.3255,0,1.9,TCGA-RY-A83X-01
LGG,Tumor,0.85,0.7,4,0.054508112,51.185,0.3401,2,1.95,TCGA-HT-7687-01
LGG,Tumor,0.78,0.2,1,0.01232025,23.18399537,0.3252,5,2.03,TCGA-WY-A85A-01
LGG,Tumor,0.28,0.92,22,0.22347904,45.85655514,0.2716,13,3.63,TCGA-DB-5281-01
LGG,Tumor,0.45,0.92,15,3.96E-05,40.92572867,0.3297,1,5.73,TCGA-E1-A7YK-01
LGG,Tumor,0.75,0.64,24,0.041474768,58.67144139,0.2979,19,3.94,TCGA-DU-A7TA-01
LGG,Tumor,0.81,0.74,9,0.074816395,19.62264706,0.2735,0,2.05,TCGA-CS-5395-01
LGG,Tumor,0.55,0.44,16,0.054092423,45.91623785,0.3198,2,3.87,TCGA-TQ-A7RR-01
LGG,Tumor,0.72,0.42,4,0.058001883,21.97736471,0.3081,2,1.95,TCGA-QH-A65V-01
LGG,Tumor,0.7,0.64,14,0.12187248,83.9470355,0.3241,5,3.78,TCGA-S9-A6WP-01
LGG,Tumor,0.84,0.32,4,0.05567362,81.95046886,0.3013,4,1.94,TCGA-S9-A6U5-01
LGG,Tumor,0.77,0.62,4,0.055487509,76.70395833,0.321,1,3.89,TCGA-E1-A7YO-01
LGG,Tumor,0.82,0.44,9,0.157945996,31.09258067,0.3311,1,1.87,TCGA-QH-A6X8-01
LGG,Tumor,0.85,0.54,7,0.086512148,98.52918239,0.3477,9,3.88,TCGA-HT-7875-01
LGG,Tumor,0.71,0.44,7,0.06827973,76.25832319,0.3192,0,3.86,TCGA-R8-A6MK-01
LGG,Tumor,0.76,0.52,4,0.056110017,59.7991133,0.3298,4,2,TCGA-P5-A5F0-01
LGG,Tumor,0.63,0.52,6,0.184337072,45.70526333,0.3338,8,1.9,TCGA-S9-A6TW-01
LGG,Tumor,0.46,0.52,9,0,49.81233555,0.2619,3,4.08,TCGA-E1-5303-01
LGG,Tumor,0.93,0.46,21,0.140408968,25.67873283,0.2975,0,1.87,TCGA-HT-7606-01
LGG,Tumor,0.89,0.3,13,0.041884945,32.36407317,0.3029,0,1.99,TCGA-DU-6408-01
LGG,Tumor,0.64,0.66,10,0.166417048,72.7535809,0.2944,4,1.85,TCGA-FG-5964-01
LGG,Tumor,0.82,0.36,9,0.058592079,36.08372625,0.3118,2,3.95,TCGA-DB-A64Q-01
LGG,Tumor,0.6,0.48,20,0.039792403,38.45832984,0.3315,11,4.09,TCGA-S9-A7IZ-01
LGG,Tumor,0.86,1.22,6,0.055148492,87.34716121,0.2988,12,3.91,TCGA-S9-A6WH-01
LGG,Tumor,0.76,0.9,7,0.203583502,43.0894969,0.3299,7,3.53,TCGA-DU-A6S8-01
LGG,Tumor,0.61,0.34,7,0.021172147,92.42407018,0.3188,1,1.98,TCGA-HT-7858-01
LGG,Tumor,0.73,1.2,1,0.07011246,27.37757018,0.3097,4,2.04,TCGA-HT-7860-01
LGG,Tumor,0.73,1.04,13,0.150869828,38.59539116,0.3065,2,1.9,TCGA-DU-7006-01
LGG,Tumor,0.83,0.3,5,0.055769266,82.76441315,0.2989,5,3.89,TCGA-TQ-A7RS-01
LGG,Tumor,0.84,0.34,6,0.08180161,39.183,0.3058,0,1.93,TCGA-DU-7009-01
LGG,Tumor,0.75,1.62,21,0.035857566,52.13169393,0.3135,13,3.87,TCGA-DU-7010-01
LGG,Tumor,0.86,0.4,9,0.022473964,56.84345748,0.3128,1,2.01,TCGA-QH-A6X3-01
LGG,Tumor,0.91,0.6,4,0.054449102,45.48957224,0.342,3,1.95,TCGA-DU-8164-01
LGG,Tumor,0.87,0.6,5,0.125374345,45.1469277,0.3024,11,3.85,TCGA-DU-7018-01
LGG,Tumor,0.64,0.3,0,0.000372405,12.08044444,0.3173,0,2,TCGA-RY-A843-01
LGG,Tumor,0.93,0.56,7,0.029905419,103.2422294,0.3422,4,2.04,TCGA-HT-7693-01
LGG,Tumor,0.68,1.12,34,0.069752238,38.18066638,0.3098,1,3.71,TCGA-FG-A6J3-01
LGG,Tumor,0.71,0.28,5,0.018404213,25.89625659,0.2962,2,1.98,TCGA-HT-7472-01
LGG,Tumor,0.91,0.6,4,0.00600442,77.94483721,0.333,4,2.03,TCGA-HT-7855-01
LGG,Tumor,0.93,0.34,10,0.105577123,46.02676065,0.3259,3,1.91,TCGA-DB-A4XG-01
LGG,Tumor,0.72,0.84,6,0.082986155,18.59348524,0.3144,2,2.02,TCGA-HT-A5RC-01
LGG,Tumor,0.73,0.22,4,0.05591755,32.26027778,0.3192,2,1.94,TCGA-HT-7681-01
LGG,Tumor,0.54,0.28,4,0.055605096,33.64361319,0.3401,1,3.89,TCGA-DU-A6S2-01
LGG,Tumor,0.73,0.6,8,0.029590404,76.7690004,0.3361,0,1.98,TCGA-DU-7309-01
LGG,Tumor,0.85,0.66,4,0.056684927,102.2095455,0.3094,2,1.95,TCGA-DB-A4XH-01
LGG,Tumor,0.95,0.6,10,0.071213826,31.31273242,0.3031,1,1.95,TCGA-VW-A7QS-01
LGG,Tumor,0.92,0.22,10,0.044469787,38.06675676,0.3199,2,1.96,TCGA-VV-A86M-01
LGG,Tumor,0.71,0.68,21,0.099921793,48.27455066,0.321,21,3.78,TCGA-E1-A7YV-01
LGG,Tumor,0.99,0.26,4,0.082347254,33.88327759,0.3085,0,1.92,TCGA-HT-7468-01
LGG,Tumor,0.77,0.64,5,0.053852406,92.25450021,0.3353,2,3.91,TCGA-HT-7677-01
LGG,Tumor,0.57,0.82,10,0.103177429,34.36005917,0.3033,15,4.1,TCGA-DU-A5TY-01
LGG,Tumor,0.66,0.62,7,0.077025486,49.82449687,0.3149,1,1.94,TCGA-HT-8109-01
LGG,Tumor,0.53,0.46,0,0.000357931,34.98269663,0.3132,24,2.07,TCGA-HT-7479-01
LGG,Tumor,0.91,0.7,16,0.137179695,69.34741935,0.2726,9,1.87,TCGA-DB-5275-01
LGG,Tumor,0.68,0.62,12,0.07188269,33.23893548,0.3311,0,1.98,TCGA-TM-A7C4-01
LGG,Tumor,0.77,0.76,14,0.090257957,64.90372959,0.3194,0,3.89,TCGA-DH-A7UU-01
LGG,Tumor,0.88,0.28,11,0.069045047,32.0082911,0.2957,2,3.9,TCGA-FG-A4MT-01
LGG,Tumor,0.77,0.5,18,0.093977961,27.13254902,0.3067,2,1.95,TCGA-E1-5305-01
LGG,Tumor,0.55,0.38,8,0.006991056,28.53427329,0.2715,0,4.13,TCGA-CS-5393-01
LGG,Tumor,0.88,0.36,9,0.022923324,47.16213454,0.2954,1,2.06,TCGA-DU-6395-01
LGG,Tumor,0.94,1.12,11,0.037179605,94.01746285,0.3072,0,2,TCGA-DB-A64X-01
LGG,Tumor,0.84,0.88,20,0.115727314,49.05486627,0.3268,0,1.91,TCGA-S9-A7IS-01
LGG,Tumor,0.38,0.18,10,0.007328267,56.30020374,0.3085,0,4.04,TCGA-QH-A6XA-01
LGG,Tumor,0.68,0.44,8,0.073648131,43.78703233,0.3201,9,3.67,TCGA-P5-A77W-01
LGG,Tumor,0.89,0.9,5,0.073436204,29.14512821,0.2942,0,2.03,TCGA-CS-6186-01
LGG,Tumor,0.83,0.48,5,0.009306272,77.64148904,0.3056,3,2.05,TCGA-DU-7008-01
LGG,Tumor,0.52,1.24,15,0.033166137,68.22279919,0.3311,35,3.82,TCGA-HT-7688-01
LGG,Tumor,0.79,0.3,5,0.001954259,28.03062095,0.3095,0,4.08,TCGA-DU-A7T8-01
LGG,Tumor,0.79,0.5,6,0.072689775,44.41631068,0.3307,0,1.95,TCGA-DU-A6S3-01
LGG,Tumor,0.78,0.18,6,0.085276848,64.71429435,0.3034,3,1.95,TCGA-DB-A64U-01
LGG,Tumor,0.82,0.74,8,0.131014505,22.67564257,0.2984,1,1.95,TCGA-HT-A61C-01
LGG,Tumor,0.86,0.36,20,0.089650118,35.90609654,0.3059,0,3.88,TCGA-TQ-A7RF-01
LGG,Tumor,0.92,0.38,4,0.126090731,13.69944653,0.3289,0,1.88,TCGA-F6-A8O3-01
LGG,Tumor,0.92,0.38,4,0.056155656,32.17915909,0.3103,0,1.95,TCGA-R8-A6ML-01
LGG,Tumor,0.48,0.84,7,0.064164604,40.62504729,0.3051,1,4.73,TCGA-DU-A5TT-01
LGG,Tumor,0.74,0.34,16,0.063383196,17.08213043,0.3252,4,1.96,TCGA-QH-A870-01
LGG,Tumor,0.59,0.32,10,0.011233585,68.18749571,0.3276,5,3.91,TCGA-DB-A75O-01
LGG,Tumor,0.43,0.24,12,0.012255238,36.39922521,0.322,1,4.14,TCGA-HT-8111-01
LGG,Tumor,0.73,1.02,6,0.05524742,62.97769912,0.3165,21,3.85,TCGA-S9-A7QZ-01
LGG,Tumor,0.83,0.72,14,0.000472799,55.66538462,0.3411,10,3.96,TCGA-HT-7470-01
LGG,Tumor,0.94,0.58,22,0.012747236,56.12507571,0.3172,0,3.99,TCGA-FG-A4MY-01
LGG,Tumor,0.84,0.28,16,0.051338171,33.3587031,0.3235,2,2,TCGA-HT-8108-01
LGG,Tumor,0.93,0.44,2,0.00109786,99.66726136,0.2953,3,2.16,TCGA-DB-A4XE-01
LGG,Tumor,0.8,0.6,7,0.351939746,62.50703332,0.3359,0,2.13,TCGA-HT-A4DS-01
LGG,Tumor,0.7,0.62,4,0.309484516,49.15989474,0.345,0,1.69,TCGA-DU-8158-01
LGG,Tumor,0.61,0.32,5,0.023384581,71.43709355,0.3025,3,2.01,TCGA-HT-7474-01
LGG,Tumor,0.29,0.52,0,0,64.92239374,0.2646,1,3.97,TCGA-DH-5143-01
LGG,Tumor,0.52,0.68,8,0.005428128,111.1795248,0.2963,1,3.96,TCGA-TQ-A7RJ-01
LGG,Tumor,0.77,0.22,4,0.055276793,56.74148148,0.306,0,1.94,TCGA-DB-A4XA-01
LGG,Tumor,0.84,0.42,12,0.040642333,17.69937063,0.3289,1,2.01,TCGA-P5-A731-01
LGG,Tumor,0.83,0.56,4,0.05578198,81.38961764,0.3077,3,1.95,TCGA-FG-A710-01
LGG,Tumor,0.43,0.22,4,0.063114208,19.16285714,0.3236,1,3.87,TCGA-HT-8010-01
LGG,Tumor,0.67,0.4,7,0.05701167,41.2179926,0.3023,6,3.95,TCGA-DU-7299-01
LGG,Tumor,0.58,0.34,2,0.00744922,70.13879397,0.2639,4,2.05,TCGA-DB-5270-01
LGG,Tumor,0.87,0.16,7,0.131592687,22.87190885,0.3322,0,1.87,TCGA-KT-A74X-01
LGG,Tumor,0.71,0.6,17,0.046929647,64.9156327,0.3292,2,3.99,TCGA-DB-A75L-01
LGG,Tumor,0.54,0.34,8,0.026686491,31.79874042,0.2961,0,4.14,TCGA-HT-A616-01
LGG,Tumor,0.65,0.56,8,0.066025469,22.94495929,0.3281,9,3.78,TCGA-HT-A74K-01
LGG,Tumor,0.87,0.56,9,0.036748056,35.08634612,0.3184,21,1.98,TCGA-WY-A85C-01
LGG,Tumor,0.27,0.46,10,0.012314973,49.42,0.3307,0,3.96,TCGA-FG-8188-01
LGG,Tumor,0.76,0.44,7,0.006039413,44.53627156,0.3117,4,4.06,TCGA-DU-A6S7-01
LGG,Tumor,0.83,0.66,4,0.053851103,83.20075949,0.268,74,1.95,TCGA-DB-5274-01
LGG,Tumor,0.95,0.72,8,0.011524419,70.61190958,0.3542,2,2.03,TCGA-HT-7604-01
LGG,Tumor,0.54,0.36,5,0.042914816,43.73607213,0.3261,9,1.98,TCGA-TM-A84F-01
LGG,Tumor,0.53,0.34,1,0.15959612,41.21213287,0.3045,4,1.9,TCGA-DB-A64O-01
LGG,Tumor,0.59,0.62,4,2.96E-05,111.2551705,0.3233,18,3.95,TCGA-HT-7884-01
LGG,Tumor,0.88,0.18,4,0.056280012,21.44641509,0.308,9,1.94,TCGA-S9-A6WE-01
LGG,Tumor,0.88,1.06,4,0.183973209,28.54365591,0.3107,6,1.93,TCGA-S9-A6WM-01
LGG,Tumor,0.85,0.72,10,0.201510175,25.19473866,0.3277,1,1.97,TCGA-HT-A5RA-01
LGG,Tumor,0.81,1.18,7,0.11552811,24.71,0.2992,0,1.9,TCGA-DU-5852-01
LGG,Tumor,0.84,0.58,7,0.067382602,20.46228015,0.3281,7,1.94,TCGA-DB-A75K-01
LGG,Tumor,0.96,0.66,8,0.117658376,28.90948276,0.3115,0,1.94,TCGA-DU-6410-01
