CODE,Group,purity,TMB,HRD,LOH,MATH,MSI,NEO,ploidy,SampleName
CESC,Tumor,0.57,2.96,42,0.193474327,47.91070121,0.3322,4,2.93,TCGA-Q1-A6DT-01
CESC,Tumor,0.58,0.42,22,0.124084266,40.36729865,0.3205,14,2.04,TCGA-VS-A9UQ-01
CESC,Tumor,0.82,0.64,21,0.082068415,32.23793785,0.3384,4,2.07,TCGA-VS-A8EG-01
CESC,Tumor,0.52,23.66,2,0.003809756,28.12837945,0.3415,13,2.06,TCGA-Q1-A73O-01
CESC,Tumor,0.78,2.5,31,0.241142498,49.42,0.3742,8,2.05,TCGA-VS-A8QC-01
CESC,Tumor,0.7,0.96,20,0.165444089,24.27990805,0.2973,2,2.16,TCGA-EA-A5ZE-01
CESC,Tumor,0.61,1.26,12,0.19683727,32.431875,0.3489,19,2.1,TCGA-ZJ-A8QO-01
CESC,Tumor,0.58,1.28,13,0.176753688,63.54,0.2876,3,2.16,TCGA-EK-A2GZ-01
CESC,Tumor,0.78,0.96,7,0.094704488,31.36295674,0.3074,1,2.1,TCGA-EK-A2R9-01
CESC,Tumor,0.79,1.2,20,0.065335964,86.7255901,0.2847,0,2.03,TCGA-C5-A1M5-01
CESC,Tumor,0.69,0.98,11,0.098168972,56.87662921,0.3285,3,3.35,TCGA-C5-A7X8-01
CESC,Tumor,0.84,12.84,9,0.064911016,26.68994277,0.5382,76,2.06,TCGA-EA-A3HS-01
CESC,Tumor,0.49,13.36,44,0.317716053,32.431875,0.3014,13,2,TCGA-IR-A3LH-01
CESC,Tumor,0.81,0.86,14,0.046859386,29.18133333,0.2925,1,3.59,TCGA-C5-A1M9-01
CESC,Tumor,0.61,1.42,38,0.548008593,56.68764706,0.3112,2,1.75,TCGA-DG-A2KJ-01
CESC,Tumor,0.72,1.12,24,0.156639203,37.94423812,0.2933,3,2.27,TCGA-Q1-A5R3-01
CESC,Tumor,0.5,1.4,12,0.158936925,39.19641813,0.3047,3,1.96,TCGA-HG-A2PA-01
CESC,Tumor,0.77,2.9,11,0.099071855,31.35247312,0.3211,24,2,TCGA-VS-A9V3-01
CESC,Tumor,0.23,3.44,17,0.049658321,40.90785953,0.3232,2,3.56,TCGA-VS-A9UH-01
CESC,Tumor,0.73,2.92,10,0.104467595,32.62366013,0.3317,2,4.11,TCGA-VS-A8QA-01
CESC,Tumor,0.72,1.68,10,0.177573753,40.49024958,0.2933,0,1.9,TCGA-FU-A5XV-01
CESC,Tumor,0.56,0.8,18,0.172781315,42.06369334,0.3553,5,2.24,TCGA-EX-A8YF-01
CESC,Tumor,0.63,2.22,33,0.103584072,31.50525,0.3477,7,3.81,TCGA-ZJ-A8QR-01
CESC,Tumor,0.72,0.96,23,0.221297849,40.08456472,0.2895,1,1.8,TCGA-IR-A3LB-01
CESC,Tumor,0.85,0.92,8,0.096566995,24.9943679,0.3278,0,2.02,TCGA-HM-A6W2-01
CESC,Tumor,0.25,2,22,0.101359998,47.04006335,0.3012,12,3.86,TCGA-IR-A3LF-01
CESC,Tumor,0.7,2,38,0.313959492,50.82012957,0.3523,3,1.91,TCGA-VS-A8QF-01
CESC,Tumor,0.65,3,10,0.098752907,42.77332802,0.3301,11,2.12,TCGA-C5-A7UE-01
CESC,Tumor,0.7,1.7,23,0.176638531,33.27426136,0.3085,0,1.94,TCGA-DS-A5RQ-01
CESC,Tumor,0.46,1.22,24,0.177223065,54.91111111,0.2866,1,3.76,TCGA-BI-A20A-01
CESC,Tumor,0.65,1.48,45,0.384039097,75.53863368,0.3052,6,3.51,TCGA-EK-A2RM-01
CESC,Tumor,0.84,5.66,8,0.072596171,30.98801001,0.2818,8,1.99,TCGA-DG-A2KK-01
CESC,Tumor,0.67,0.96,7,0.098002068,56.36900779,0.3109,0,2.75,TCGA-C5-A1MI-01
CESC,Tumor,0.81,1.7,9,0.012562715,34.21384615,0.3342,0,2.22,TCGA-JW-A852-01
CESC,Tumor,0.64,3.72,15,0.221252486,51.12962925,0.3202,7,3.5,TCGA-EK-A2RA-01
CESC,Tumor,0.81,1.94,4,0.070585508,31.6288,0.3,5,2.03,TCGA-EK-A2RB-01
CESC,Tumor,0.57,1.58,4,0.010235525,57.75693913,0.2916,3,3.99,TCGA-C5-A1MJ-01
CESC,Tumor,0.61,1.28,24,0.177012335,37.0395165,0.2796,8,1.96,TCGA-C5-A1BE-01
CESC,Tumor,0.44,2.82,12,0.582986429,44.03637447,0.3289,7,1.87,TCGA-LP-A7HU-01
CESC,Tumor,0.62,196.12,6,0.050325715,29.25814042,0.6087,269,1.97,TCGA-2W-A8YY-01
CESC,Tumor,0.42,1.08,26,0.1836476,59.3264127,0.2726,0,3.67,TCGA-EA-A411-01
CESC,Tumor,0.64,2.68,31,0.24063341,22.54939655,0.305,1,3.59,TCGA-C5-A1MN-01
CESC,Tumor,0.92,1.12,31,0.104475962,29.59526786,0.3151,6,2.09,TCGA-C5-A2M2-01
CESC,Tumor,0.5,0.44,11,0.212578813,42.75462876,0.3035,11,3.12,TCGA-EK-A2PK-01
CESC,Tumor,0.8,27.84,3,0.019580798,21.66814011,0.9845,682,2,TCGA-EA-A410-01
CESC,Tumor,0.91,2.02,19,0.086917444,29.7075988,0.3351,4,2.05,TCGA-VS-A952-01
CESC,Tumor,0.84,2.16,15,0.130189723,29.56110394,0.2902,1,1.96,TCGA-EK-A2IP-01
CESC,Tumor,0.79,9.44,36,0.484044111,52.95,0.326,1,3.72,TCGA-EK-A2PG-01
CESC,Tumor,0.34,1.4,13,0.108817042,31.26019901,0.2853,4,1.99,TCGA-FU-A3YQ-01
CESC,Tumor,0.37,4.38,41,0.241402956,38.26064516,0.3262,2,3.12,TCGA-VS-A959-01
CESC,Tumor,0.69,2.4,8,0.259501888,50.27947826,0.3033,2,2.17,TCGA-EK-A2R7-01
CESC,Tumor,0.58,3.96,26,0.245090201,38.33202302,0.3271,23,3.85,TCGA-C5-A7UH-01
CESC,Tumor,0.76,2.92,19,0.102509434,57.07830508,0.3356,19,2,TCGA-MA-AA3Z-01
CESC,Tumor,0.8,1.74,21,0.187536154,29.14512821,0.3293,0,1.84,TCGA-VS-A9UR-01
CESC,Tumor,0.7,1,27,0.16667264,37.10333399,0.2911,0,2.31,TCGA-EK-A3GN-01
CESC,Tumor,0.72,0.68,37,0.287701351,62.61334571,0.3092,10,2.63,TCGA-DS-A3LQ-01
CESC,Tumor,0.54,6.48,20,0.206230483,44.81026045,0.3135,2,2.11,TCGA-ZJ-AAXU-01
CESC,Tumor,0.84,2,27,0.139795347,39.07604659,0.3393,5,2.06,TCGA-VS-A9UY-01
CESC,Tumor,0.88,1.08,10,0.233952161,43.92079587,0.338,0,2.45,TCGA-ZJ-AAXA-01
CESC,Tumor,0.71,2.4,10,0.164709543,34.96247716,0.2987,0,2.22,TCGA-EK-A2RO-01
CESC,Tumor,0.71,5.04,34,0.239805461,26.61016431,0.2799,3,2.06,TCGA-DS-A0VM-01
CESC,Tumor,0.78,0.78,7,0.347119683,34.46941176,0.2994,1,1.74,TCGA-EX-A1H5-01
CESC,Tumor,0.81,0.92,10,0.055740532,38.33660642,0.2869,7,2.01,TCGA-FU-A3EO-01
CESC,Tumor,0.78,4,9,0.380339385,28.99535219,0.2842,6,1.68,TCGA-EK-A2RK-01
CESC,Tumor,0.62,3.84,38,0.265159304,58.75571065,0.2885,13,2.07,TCGA-C5-A1BL-01
CESC,Tumor,0.95,0.38,25,0.218256464,39.050625,0.3415,0,1.99,TCGA-Q1-A73S-01
CESC,Tumor,0.78,2.42,19,0.248441844,66.47690283,0.3559,1,4.36,TCGA-PN-A8MA-01
CESC,Tumor,0.94,0.82,0,0.001751041,24.89303704,0.3273,0,2,TCGA-DS-A7WF-01
CESC,Tumor,0.22,1.3,14,0.131953152,39.60935065,0.323,3,3.57,TCGA-C5-A7X3-01
CESC,Tumor,0.43,0.98,12,0.114425214,58.8035443,0.2708,1,3.37,TCGA-HM-A3JK-01
CESC,Tumor,0.72,1.6,26,0.211985852,29.77022003,0.3354,50,1.98,TCGA-ZJ-AAXJ-01
CESC,Tumor,0.86,2.66,16,0.106396953,28.88181818,0.3263,4,1.95,TCGA-VS-A9V1-01
CESC,Tumor,0.81,37.44,0,0.000365131,35.3,0.3043,16,2,TCGA-FU-A3HZ-01
CESC,Tumor,0.43,1.06,40,0.164793239,29.28592593,0.3311,0,1.96,TCGA-EA-A78R-01
CESC,Tumor,0.78,0.7,16,0.105947128,47.99678252,0.2888,0,2.07,TCGA-JW-A5VG-01
CESC,Tumor,0.89,1.42,27,0.253464795,44.37172043,0.3483,6,2.06,TCGA-VS-A9UV-01
CESC,Tumor,0.37,1.02,17,0.083876352,32.94666667,0.329,4,2.05,TCGA-ZX-AA5X-01
CESC,Tumor,0.48,13.28,9,0.126910071,28.36137976,0.3275,0,2,TCGA-VS-A958-01
CESC,Tumor,0.48,5.64,19,0.140403058,37.71073171,0.3536,4,2.01,TCGA-VS-A8EL-01
CESC,Tumor,0.9,1.86,56,0.158384523,32.26754119,0.3384,2,2.14,TCGA-ZJ-AB0I-01
CESC,Tumor,0.46,1.78,36,0.323225372,48.1845,0.3249,0,3.95,TCGA-VS-A950-01
CESC,Tumor,0.48,1.22,37,0.183980438,32.53669683,0.3341,0,2.01,TCGA-MA-AA3W-01
CESC,Tumor,0.84,2.14,30,0.003743386,55.41491379,0.3387,2,5.08,TCGA-VS-A9UL-01
CESC,Tumor,0.75,0.9,43,0.291291993,40.52782007,0.3477,0,1.89,TCGA-VS-A9UO-01
CESC,Tumor,0.71,4.98,23,0.177757217,40.7715,0.3389,7,1.94,TCGA-C5-A8XJ-01
CESC,Tumor,0.63,2.08,20,0.309892861,37.41011562,0.3359,0,2.01,TCGA-C5-A7CL-01
CESC,Tumor,0.65,1.88,42,0.286244747,59.304,0.2968,7,3.24,TCGA-FU-A3NI-01
CESC,Tumor,0.78,0.88,39,0.234696773,37.45917074,0.3468,4,1.92,TCGA-VS-A9V0-01
CESC,Tumor,0.85,21.02,17,0.126685014,37.83186207,0.2764,2,2.02,TCGA-EK-A3GK-01
CESC,Tumor,0.45,1.08,20,0.015889744,53.83737814,0.3429,7,4.03,TCGA-C5-A7CG-01
CESC,Tumor,0.2,2,4,0.130870549,23.04591154,0.2798,0,1.81,TCGA-C5-A1BI-01
CESC,Tumor,0.42,1.2,24,0.233279082,31.59678704,0.2825,3,2.61,TCGA-HM-A3JJ-01
CESC,Tumor,0.52,2,28,0.310515395,37.75138889,0.3423,7,2,TCGA-C5-A7UI-01
CESC,Tumor,0.57,1.48,3,0.095281409,47.74623631,0.3529,0,3.49,TCGA-ZJ-AAXD-01
CESC,Tumor,0.44,5.06,10,0.110070683,28.96040816,0.3001,0,3.8,TCGA-EK-A2R8-01
CESC,Tumor,0.43,3.26,48,0.394935679,47.37631579,0.3444,7,4.62,TCGA-VS-A9UP-01
CESC,Tumor,0.75,1.24,20,0.108822474,52.76366315,0.2826,3,1.96,TCGA-C5-A1BF-01
CESC,Tumor,0.69,0.9,24,0.101611887,31.59639344,0.3311,2,2.11,TCGA-EX-A69M-01
CESC,Tumor,0.49,2.04,32,0.214711032,52.74858785,0.2912,2,3.62,TCGA-BI-A0VS-01
CESC,Tumor,0.92,2.64,59,0.378428287,57.38938424,0.3713,11,2.69,TCGA-VS-A8EJ-01
CESC,Tumor,0.49,1.2,33,0.323694083,53.58758509,0.2868,14,1.88,TCGA-DR-A0ZL-01
CESC,Tumor,0.72,8.46,22,0.126358676,57.02307692,0.3372,2,2.25,TCGA-MA-AA41-01
CESC,Tumor,0.79,1.58,13,0.100857657,32.74075,0.2927,2,2.29,TCGA-EA-A3HQ-01
CESC,Tumor,0.38,3.32,25,0.121639511,37.65435652,0.2851,7,3.69,TCGA-EA-A43B-01
CESC,Tumor,0.93,6.12,9,0.028744336,44.2239585,0.29,0,2.08,TCGA-IR-A3LI-01
CESC,Tumor,0.57,2.32,12,0.130554856,32.47738025,0.3042,0,2.09,TCGA-EA-A3Y4-01
CESC,Tumor,0.55,7.02,25,0.112325997,35.3,0.3284,8,2.17,TCGA-UC-A7PF-01
CESC,Tumor,0.55,1.86,31,0.313606877,42.713,0.3529,9,2.46,TCGA-VS-A9UB-01
CESC,Tumor,0.84,1.02,7,0.063723141,34.39632,0.3359,0,2.02,TCGA-UC-A7PI-01
CESC,Tumor,0.53,2.96,6,0.081002412,42.41172863,0.3022,1,3.32,TCGA-DG-A2KL-01
CESC,Tumor,0.93,1.8,10,0.201912081,52.57435472,0.3434,2,2.02,TCGA-JW-AAVH-01
CESC,Tumor,0.77,1.1,7,0.053549062,43.29355372,0.2729,0,2.01,TCGA-Q1-A5R1-01
CESC,Tumor,0.61,3.16,26,0.170660293,35.67597633,0.2966,1,3.75,TCGA-EK-A2PL-01
CESC,Tumor,0.74,1.72,22,0.102918494,29.40549325,0.3345,0,2.25,TCGA-Q1-A6DW-01
CESC,Tumor,0.71,1.68,18,0.272582858,31.59205754,0.3047,1,1.92,TCGA-C5-A2M1-01
CESC,Tumor,0.73,1.22,20,0.330101911,57.05333416,0.3186,4,2.85,TCGA-EA-A5ZF-01
CESC,Tumor,0.5,2.9,24,0.190006371,55.30333333,0.3109,4,3.48,TCGA-FU-A23L-01
CESC,Tumor,0.25,0.78,18,0.116254064,41.61684211,0.2768,2,3.29,TCGA-LP-A4AU-01
CESC,Tumor,0.82,2.64,34,0.140039474,36.00427914,0.3445,3,1.99,TCGA-VS-A9U7-01
CESC,Tumor,0.71,0.8,7,0.020006389,37.84879065,0.2856,7,2.09,TCGA-C5-A2LS-01
CESC,Tumor,0.47,2.72,12,0.066435205,28.47500194,0.335,0,2.05,TCGA-MA-AA3Y-01
CESC,Tumor,0.42,0.74,8,0.026063621,44.04669818,0.2906,0,2.07,TCGA-C5-A3HF-01
CESC,Tumor,0.46,2.92,20,0.123162791,26.98058526,0.2916,5,1.99,TCGA-C5-A1BK-01
CESC,Tumor,0.67,2.86,9,0.046093812,36.91849802,0.3106,0,2.01,TCGA-VS-A9UZ-01
CESC,Tumor,0.5,4.7,68,0.343724435,60.29712919,0.3462,3,3.14,TCGA-C5-A8XH-01
CESC,Tumor,0.61,3.02,6,0.12870333,28.49484878,0.2927,3,1.97,TCGA-EK-A2RC-01
CESC,Tumor,0.86,1.1,17,0.16245519,49.84603448,0.2921,10,3.12,TCGA-JX-A3Q8-01
CESC,Tumor,0.85,0.58,23,0.090395135,44.478,0.3368,0,2.2,TCGA-DS-A7WI-01
CESC,Tumor,0.88,6.22,18,0.098609378,53.75214528,0.3464,1,4.5,TCGA-VS-A953-01
CESC,Tumor,0.95,1.22,18,0.142486304,66.1875,0.3346,3,2.06,TCGA-VS-A957-01
CESC,Tumor,0.76,1.36,6,0.042043011,20.21225875,0.294,6,2,TCGA-JW-A5VH-01
CESC,Tumor,0.75,1.18,27,0.219957183,36.10895833,0.2824,0,1.99,TCGA-EA-A3HR-01
CESC,Tumor,0.44,1.08,15,0.181273703,36.53433023,0.2928,1,1.87,TCGA-EA-A3QE-01
CESC,Tumor,0.77,1.76,21,0.231168384,41.17193295,0.3433,4,2.28,TCGA-WL-A834-01
CESC,Tumor,0.78,0.8,20,0.13781249,31.67022417,0.3368,0,2.02,TCGA-JW-A69B-01
CESC,Tumor,0.63,3.14,18,0.167551127,44.58947368,0.2765,3,3.78,TCGA-FU-A3HY-01
CESC,Tumor,0.73,2.48,19,0.250436691,72.8713786,0.2943,2,2.69,TCGA-C5-A1M6-01
CESC,Tumor,0.33,2.04,22,0.340621681,47.40335186,0.3238,7,3,TCGA-VS-A9V4-01
CESC,Tumor,0.7,1.36,20,0.262475982,42.88339536,0.3397,0,2.02,TCGA-VS-A8Q8-01
CESC,Tumor,0.5,2.34,13,0.059211925,53.6711828,0.2834,7,3.54,TCGA-DS-A0VN-01
CESC,Tumor,0.62,1.56,8,0.074566263,30.24823002,0.3113,1,2.18,TCGA-MU-A8JM-01
CESC,Tumor,0.79,1.1,18,0.210949767,58.42449153,0.3345,4,1.95,TCGA-EA-A6QX-01
CESC,Tumor,0.67,1.12,27,0.161170309,53.32099939,0.3416,1,3.76,TCGA-C5-A7CH-01
CESC,Tumor,0.63,2.82,3,0.305129113,55.068,0.3084,5,2.95,TCGA-EK-A2RN-01
CESC,Tumor,0.5,6.72,18,0.24434319,48.12609455,0.3104,2,2.6,TCGA-EK-A2RJ-01
CESC,Tumor,0.67,2.38,7,0.144137965,19.95807692,0.2903,7,2.04,TCGA-C5-A1BM-01
CESC,Tumor,0.9,0.78,6,0.033351794,38.67652174,0.3366,0,2.01,TCGA-Q1-A73R-01
CESC,Tumor,0.68,1.82,17,0.043795801,29.81403279,0.3269,0,2.11,TCGA-DS-A7WH-01
CESC,Tumor,0.63,2.38,27,0.28592213,48.42362903,0.3476,3,2.17,TCGA-C5-A7CK-01
CESC,Tumor,0.88,1.32,12,0.077045547,28.15663241,0.2922,0,1.96,TCGA-FU-A3WB-01
CESC,Tumor,0.66,1.06,12,0.12063305,25.84840108,0.2898,2,1.93,TCGA-FU-A3TQ-01
CESC,Tumor,0.67,0.96,13,0.053016081,46.01887602,0.3397,0,2.36,TCGA-C5-A8XI-01
CESC,Tumor,0.79,1.22,23,0.280307641,30.80727273,0.3042,1,1.98,TCGA-C5-A1BN-01
CESC,Tumor,0.88,17.48,40,0.126234649,25.72429215,0.293,1,2.13,TCGA-IR-A3LA-01
CESC,Tumor,0.63,4.84,14,0.540926003,41.77997118,0.3591,1,2.45,TCGA-VS-A94X-01
CESC,Tumor,0.6,8.84,17,0.278276146,49.42,0.4485,127,1.87,TCGA-MA-AA42-01
CESC,Tumor,0.8,2.94,36,0.258535924,47.70104348,0.3527,26,3.07,TCGA-C5-A8YQ-01
CESC,Tumor,0.36,1.92,29,0.161711178,49.71519349,0.3294,14,3.78,TCGA-ZJ-AB0H-01
CESC,Tumor,0.84,3.68,34,0.085434764,49.0938325,0.3404,0,3.22,TCGA-C5-A7X5-01
CESC,Tumor,0.56,1.32,52,0.257044013,64.27165956,0.3241,2,3.29,TCGA-VS-A9U5-01
CESC,Tumor,0.39,1.94,9,0.045550381,41.73705882,0.2778,6,2.34,TCGA-C5-A1M7-01
CESC,Tumor,0.57,7.18,40,0.131458851,45.82581818,0.3147,4,2.96,TCGA-Q1-A5R2-01
CESC,Tumor,0.69,4.04,29,0.080958225,31.6288,0.2902,1,3.92,TCGA-EK-A3GJ-01
CESC,Tumor,0.8,1.16,41,0.248814447,55.38519295,0.3434,33,3.89,TCGA-VS-A8EB-01
CESC,Tumor,0.45,0.82,24,0.206251965,35.91391304,0.2771,1,1.95,TCGA-LP-A4AX-01
CESC,Tumor,0.46,12.98,18,0.159262888,49.42,0.4907,391,1.9,TCGA-VS-A94Z-01
CESC,Tumor,0.77,2.54,28,0.173598053,49.09593443,0.3555,36,2.9,TCGA-ZJ-AAXB-01
CESC,Tumor,0.62,1.64,15,0.132139588,40.01975528,0.2887,3,1.89,TCGA-EX-A1H6-01
CESC,Tumor,0.23,0.96,11,0.091798544,49.50319865,0.315,0,3.28,TCGA-ZJ-AAXF-01
CESC,Tumor,0.72,1.08,14,0.172309794,55.65966717,0.3413,6,2.03,TCGA-VS-A9UM-01
CESC,Tumor,0.32,1.98,14,0.235165927,38.29734015,0.2814,3,2.21,TCGA-BI-A0VR-01
CESC,Tumor,0.92,1.32,8,0.057061528,25.66215532,0.267,2,2.05,TCGA-EA-A5FO-01
CESC,Tumor,0.48,20.78,4,0.007929308,27.57396226,0.2744,5,2.07,TCGA-DR-A0ZM-01
CESC,Tumor,0.52,1.26,14,0.198570277,46.45294559,0.3279,2,3.57,TCGA-MA-AA43-01
CESC,Tumor,0.8,1.12,14,0.103135955,22.80999282,0.3115,11,2.02,TCGA-C5-A7UC-01
CESC,Tumor,0.59,2.38,13,0.188232533,48.77912567,0.3403,0,1.93,TCGA-VS-A8QH-01
CESC,Tumor,0.57,1.72,12,0.110326499,38.18741749,0.2917,0,2.19,TCGA-EA-A3HT-01
CESC,Tumor,0.78,0.8,12,0.048531629,36.27051684,0.2742,3,2.18,TCGA-IR-A3LC-01
CESC,Tumor,0.61,0.88,20,0.121450826,19.13032258,0.3294,1,1.91,TCGA-FU-A770-01
CESC,Tumor,0.86,2.24,34,0.243483689,45.82457287,0.3385,10,3.36,TCGA-VS-A8EC-01
CESC,Tumor,0.85,2.3,28,0.195811091,75.30666667,0.3319,0,1.93,TCGA-4J-AA1J-01
CESC,Tumor,0.7,7.14,21,0.068865591,36.94905109,0.269,2,2.14,TCGA-LP-A4AV-01
CESC,Tumor,0.91,0.44,18,0.060064211,24.54152552,0.3072,0,2.08,TCGA-EK-A2RL-01
CESC,Tumor,0.79,3.12,21,0.084097321,44.17279743,0.2877,28,2.98,TCGA-EK-A3GM-01
CESC,Tumor,0.72,2.92,27,0.148042848,59.3880981,0.3176,0,2.2,TCGA-VS-A9UC-01
CESC,Tumor,0.81,1.44,12,0.225773119,25.46818197,0.3019,0,1.86,TCGA-FU-A2QG-01
CESC,Tumor,0.7,5.32,52,0.408788226,36.20302326,0.3135,2,3.27,TCGA-EK-A2PM-01
CESC,Tumor,0.67,2.12,27,0.1883441,31.50043386,0.2758,2,1.88,TCGA-DS-A0VK-01
CESC,Tumor,0.45,5.48,14,0.126277678,35.52147123,0.2817,1,2.16,TCGA-C5-A1MK-01
CESC,Tumor,0.29,8.34,3,0.232642466,42.97391304,0.3019,0,2.6,TCGA-C5-A1MH-01
CESC,Tumor,0.63,2.32,20,0.359531435,45.04491272,0.3375,1,2.4,TCGA-VS-A9UI-01
CESC,Tumor,0.68,1.08,24,0.087294129,47.67384993,0.2909,0,3.11,TCGA-FU-A3TX-01
CESC,Tumor,0.66,0.6,0,0.002118991,59.612875,0.3326,4,2,TCGA-Q1-A6DV-01
CESC,Tumor,0.79,1.32,4,0.107559414,42.99255458,0.296,0,3.82,TCGA-C5-A1ML-01
CESC,Tumor,0.21,1.62,4,0.492918217,39.19517241,0.3606,0,2.13,TCGA-VS-A8QM-01
CESC,Tumor,0.86,0.68,14,0.084731073,49.11881963,0.3265,2,1.98,TCGA-RA-A741-01
CESC,Tumor,0.81,1.28,12,0.063155548,51.00716072,0.3156,8,2.24,TCGA-VS-A954-01
CESC,Tumor,0.27,1.7,18,0.325223403,36.0080826,0.3309,0,4.15,TCGA-XS-A8TJ-01
CESC,Tumor,0.39,1.88,44,0.241507714,38.10420561,0.2932,5,1.98,TCGA-LP-A4AW-01
CESC,Tumor,0.94,0.88,14,0.218454922,26.52812709,0.3161,5,1.98,TCGA-JW-A5VK-01
CESC,Tumor,0.68,1.02,2,0.137432214,50.98268775,0.3388,10,3.02,TCGA-MA-AA3X-01
CESC,Tumor,0.69,2.02,14,0.22771504,68.63888889,0.3522,0,2.99,TCGA-C5-A7CO-01
CESC,Tumor,0.76,1.14,34,0.226105496,39.53334586,0.3216,2,2.78,TCGA-C5-A2LV-01
CESC,Tumor,0.45,0.52,35,0.379664586,45.5972041,0.3406,2,1.7,TCGA-VS-A9UT-01
CESC,Tumor,0.36,1.26,16,0.107679689,42.933625,0.3246,4,2.08,TCGA-ZJ-AAX8-01
CESC,Tumor,0.4,2.66,28,0.216375879,59.74005882,0.2788,0,1.95,TCGA-C5-A1BJ-01
COAD,Tumor,0.66,2.02,9,0.256997093,39.24529412,0.3387,4,2.02,TCGA-F4-6854-01
COAD,Tumor,0.69,1.98,9,0.115091104,27.90776471,0.3546,1,1.98,TCGA-D5-5538-01
COAD,Tumor,0.52,2.22,20,0.149250446,59.304,0.391,0,3.75,TCGA-AA-3511-01
COAD,Tumor,0.87,1.46,8,0.04269099,24.50578512,0.304,11,2.16,TCGA-QG-A5YX-01
COAD,Tumor,0.44,19.06,4,0.114076699,38.89418182,0.5674,315,2.29,TCGA-G4-6320-01
COAD,Tumor,0.43,1.24,9,0.192949131,60.27305835,0.3277,0,3.51,TCGA-CM-6164-01
COAD,Tumor,0.73,0.96,10,0.247321306,32.17190514,0.2929,0,1.82,TCGA-A6-A567-01
COAD,Tumor,0.77,3.24,4,0.000711191,32.77698454,0.3503,5,2.25,TCGA-DM-A0X9-01
COAD,Tumor,0.63,3.34,9,0.019995174,52.60075532,0.3161,11,3.73,TCGA-AY-A69D-01
COAD,Tumor,0.68,3.18,33,0.223965067,95.40051282,0.3232,15,3.04,TCGA-5M-AAT4-01
COAD,Tumor,0.27,1.42,11,0.142537271,43.55337759,0.3157,14,2.51,TCGA-CM-6167-01
COAD,Tumor,0.65,15.48,1,0.010278214,22.35662968,1.0327,254,2.04,TCGA-AZ-4615-01
COAD,Tumor,0.86,45.52,0,0.000410455,30.11375638,1.3777,1048,2.28,TCGA-AZ-6598-01
COAD,Tumor,0.81,20.9,3,0.029482563,23.49835135,1.0708,325,1.99,TCGA-A6-6653-01
COAD,Tumor,0.62,2.64,17,0.236327348,33.78329959,0.2879,11,1.92,TCGA-NH-A50V-01
COAD,Tumor,0.62,2.72,16,0.217971011,65.01169047,0.355,12,2.47,TCGA-AD-6899-01
COAD,Tumor,0.41,2.42,13,0.393953371,40.1105507,0.3185,5,2.55,TCGA-G4-6311-01
COAD,Tumor,0.78,2.2,12,0.172735031,54.19223242,0.3241,28,3.41,TCGA-NH-A6GC-01
COAD,Tumor,0.59,31.34,5,0.014357062,41.14215,0.9787,446,2.09,TCGA-F4-6570-01
COAD,Tumor,0.23,1.82,0,0,39.79036765,0.3582,6,2.28,TCGA-G4-6627-01
COAD,Tumor,0.39,1.08,15,0.222530025,59.40055639,0.3381,1,5.02,TCGA-CM-6679-01
COAD,Tumor,0.55,2.74,15,0.148384635,59.48366633,0.3528,48,2.86,TCGA-A6-4105-01
COAD,Tumor,0.5,2.62,16,0.179951195,54.31747748,0.3409,14,3.3,TCGA-D5-6924-01
COAD,Tumor,0.76,1.92,18,0.139130031,56.20787098,0.3643,17,3.74,TCGA-AD-6965-01
COAD,Tumor,0.48,5.4,14,0.195340111,32.5388916,0.3574,17,2.08,TCGA-D5-6931-01
COAD,Tumor,0.8,1.84,19,0.155368335,25.10439414,0.3197,8,2.14,TCGA-A6-5656-01
COAD,Tumor,0.92,4.84,8,0.517163627,42.49486241,0.3952,3,2.48,TCGA-DM-A1DA-01
COAD,Tumor,0.59,2.48,10,0.062269356,29.17842476,0.3699,2,1.94,TCGA-F4-6461-01
COAD,Tumor,0.17,10.52,0,0.040186069,33.54678208,0.4396,125,2.04,TCGA-F4-6703-01
COAD,Tumor,0.81,39.52,4,0.021857848,22.83038961,1.2602,1117,2,TCGA-AA-3492-01
COAD,Tumor,0.61,1.94,0,0.048496352,21.99461538,0.3277,10,2.15,TCGA-G4-6293-01
COAD,Tumor,0.73,1.78,10,0.238756052,44.50343053,0.4517,12,2.21,TCGA-AA-3496-01
COAD,Tumor,0.8,2.52,2,0.046414723,20.49677419,0.3727,27,2,TCGA-CK-6747-01
COAD,Tumor,0.27,0.78,2,0.090672409,37.36634146,0.3805,2,3.18,TCGA-CA-5255-01
COAD,Tumor,0.59,1.64,3,0.050586391,22.3948836,0.3269,8,2.16,TCGA-CK-4947-01
COAD,Tumor,0.57,1.92,14,0.134437723,46.31033861,0.3466,38,3.51,TCGA-AD-6888-01
COAD,Tumor,0.54,2.68,18,0.134473194,58.76459375,0.3476,1,1.92,TCGA-F4-6809-01
COAD,Tumor,0.77,2.34,11,0.190775955,48.77398693,0.3446,4,3.47,TCGA-CK-5914-01
COAD,Tumor,0.78,1.78,12,0.256508941,24.08705882,0.3466,0,2.06,TCGA-D5-6532-01
COAD,Tumor,0.39,2.36,1,0.031202099,61.87603327,0.3057,1,3.49,TCGA-3L-AA1B-01
COAD,Tumor,0.61,38.06,0,0.003402747,24.96474227,1.0066,1058,2,TCGA-G4-6588-01
