CODE,Group,DMPss,DNAss,ENHss,EREG.EXPss,EREG-METHss,RNAss,SampleName
HNSC,Tumor,0.06791505,0.186117847,0.22329431,0.614540565,0.276586132,0.387398012,TCGA-CR-6492-01
HNSC,Tumor,0.052311403,0.136582256,0.134840979,0.505584174,0.216229574,0.438006264,TCGA-QK-A6IF-01
HNSC,Tumor,0.067002998,0.199740459,0.226300937,0.542626453,0.298310769,0.347966425,TCGA-HD-7753-01
HNSC,Tumor,0.071017278,0.175258713,0.215900323,0.43021281,0.254387049,0.419851171,TCGA-BA-5559-01
HNSC,Tumor,0.076633233,0.179825956,0.205099616,0.572796963,0.263992669,0.261716145,TCGA-CV-6943-01
HNSC,Tumor,0.039213025,0.156629323,0.155764366,0.543509471,0.254751757,0.427317219,TCGA-CQ-7068-01
HNSC,Tumor,0.119870513,0.231142252,0.260153785,0.501580906,0.324711435,0.243891407,TCGA-CV-5444-01
HNSC,Tumor,0.10478192,0.202472734,0.237468729,0.62241681,0.286010287,0.391050099,TCGA-CR-7395-01
HNSC,Tumor,0.085999109,0.217335966,0.263389978,0.576283027,0.317298316,0.317839113,TCGA-CN-6022-01
HNSC,Tumor,0.053359225,0.166273931,0.164079744,0.705832883,0.266631014,0.384416193,TCGA-CV-6952-01
HNSC,Tumor,0.067977104,0.177354974,0.195991422,0.667956604,0.269838567,0.408089169,TCGA-CV-A45P-01
HNSC,Tumor,0.270006371,0.426918076,0.546352164,0.714321715,0.516171954,0.452205836,TCGA-CQ-6228-01
HNSC,Tumor,0.091302417,0.202248107,0.229767756,0.649760982,0.301099065,0.460485517,TCGA-CV-A6JN-01
HNSC,Tumor,0.083175836,0.211930649,0.220592926,0.686937996,0.320438631,0.405425798,TCGA-CR-7380-01
HNSC,Tumor,0.073179906,0.212076796,0.273677537,0.537402509,0.307770819,0.445208051,TCGA-DQ-7594-01
HNSC,Tumor,0.217936279,0.329743657,0.400775733,0.755729697,0.405914047,0.524801639,TCGA-HD-7917-01
HNSC,Tumor,0.076359074,0.205039024,0.223205829,0.704869191,0.315997967,0.446315722,TCGA-BA-5152-01
HNSC,Tumor,0.077948168,0.186506469,0.213757271,0.6500153,0.272469392,0.244874798,TCGA-UF-A7JJ-01
HNSC,Tumor,0.042367318,0.129470016,0.140432871,0.715009021,0.210933633,0.375819177,TCGA-CN-5366-01
HNSC,Tumor,0.116147174,0.228888898,0.271052038,0.700527362,0.321922756,0.38769463,TCGA-CQ-7071-01
HNSC,Tumor,0.147368978,0.255169782,0.323395184,0.875754704,0.331556878,0.400037397,TCGA-CV-6933-01
HNSC,Tumor,0.060314452,0.20087502,0.214628725,0.627719996,0.309095841,0.381771922,TCGA-BA-7269-01
HNSC,Tumor,0.08980842,0.19593175,0.239026935,0.716768574,0.275874253,0.419987777,TCGA-MZ-A5BI-01
HNSC,Tumor,0.139759518,0.272026288,0.318581049,0.908901669,0.353982056,0.396547838,TCGA-UF-A7JF-01
HNSC,Tumor,0.079155494,0.210452393,0.237360682,0.699418026,0.310993928,0.358073552,TCGA-CV-6937-01
HNSC,Tumor,0.041354109,0.138510525,0.167649728,0.48742323,0.218572761,0.406171906,TCGA-CR-6471-01
HNSC,Tumor,0.080633801,0.192528991,0.240997599,0.537769879,0.275902531,0.515843171,TCGA-TN-A7HL-01
HNSC,Tumor,0.136126187,0.252888196,0.290347591,0.627288229,0.345684587,0.325254842,TCGA-CN-4742-01
HNSC,Tumor,0.114290282,0.217629617,0.237480583,0.559629627,0.304126257,0.305423182,TCGA-CR-7392-01
HNSC,Tumor,0.027282901,0.152551861,0.173521065,0.604449215,0.25093985,0.472938633,TCGA-CR-6480-01
HNSC,Tumor,0.071388585,0.171517921,0.20638718,0.639308894,0.247737035,0.383892753,TCGA-CV-6942-01
HNSC,Tumor,0.139152555,0.252947113,0.323043509,0.706292031,0.33106739,0.457958581,TCGA-CV-A45W-01
HNSC,Tumor,0.111258023,0.216089836,0.282721216,0.592971253,0.303273957,0.421300583,TCGA-BA-6871-01
HNSC,Tumor,0.070107704,0.154740412,0.175280056,0.57624425,0.229611571,0.262573659,TCGA-CN-6017-01
HNSC,Tumor,0.364353065,0.463293002,0.534614952,0.847790611,0.515031921,0.520900366,TCGA-QK-A8Z8-01
HNSC,Tumor,0.047517966,0.156541379,0.165741018,0.812498607,0.253744445,0.443893533,TCGA-CQ-5326-01
HNSC,Tumor,0.137863042,0.3203397,0.322719154,0.6892049,0.457955468,0.410374423,TCGA-KU-A66T-01
HNSC,Tumor,0.228811984,0.364469133,0.375465015,0.650753033,0.46120936,0.540411834,TCGA-CX-7086-01
HNSC,Tumor,0.201336502,0.317491636,0.387552878,0.782956587,0.399693324,0.467725972,TCGA-CN-5356-01
HNSC,Tumor,0.043847352,0.140113032,0.159188312,0.601580642,0.218885896,0.333155166,TCGA-D6-6826-01
HNSC,Tumor,0.044306223,0.175765874,0.186213162,0.645470532,0.277762426,0.382467857,TCGA-CN-6998-01
HNSC,Tumor,0.036049353,0.144587199,0.197682588,0.669901085,0.219522347,0.543913626,TCGA-BB-7866-01
HNSC,Tumor,0.035574727,0.173919849,0.191604993,0.684949429,0.281894387,0.53612597,TCGA-HD-7832-01
HNSC,Tumor,0.05886235,0.173736906,0.192338375,0.743755294,0.26997378,0.48719423,TCGA-CV-6436-01
HNSC,Tumor,0.033589617,0.097321404,0.085014339,0.6235238,0.165050757,0.438081501,TCGA-CV-7097-01
HNSC,Tumor,0.316338549,0.437358893,0.551875122,0.854158347,0.512817069,0.58177856,TCGA-CN-A63U-01
HNSC,Tumor,0.029215904,0.104700055,0.127018843,0.449431561,0.170826476,0.50184467,TCGA-CR-6467-01
HNSC,Tumor,0.21495027,0.368378021,0.434393897,0.744009353,0.456266472,0.477030901,TCGA-CN-6988-01
HNSC,Tumor,0.056322597,0.175596888,0.235966355,0.579548152,0.265347269,0.49691544,TCGA-DQ-7596-01
HNSC,Tumor,0.058104354,0.167543709,0.180815426,0.683840096,0.268024218,0.344088265,TCGA-CV-5970-01
HNSC,Tumor,0.040321566,0.147208812,0.164975263,0.564273291,0.234876139,0.458773825,TCGA-CV-7425-01
HNSC,Tumor,0.068288282,0.154913529,0.173026109,0.570177742,0.231505016,0.319579673,TCGA-CN-4733-01
HNSC,Tumor,0.136167135,0.28145084,0.369354253,0.516403161,0.38824167,0.385341296,TCGA-CR-5243-01
HNSC,Tumor,0.084314881,0.18167451,0.20511955,0.684611805,0.258119622,0.430997789,TCGA-MT-A51W-01
HNSC,Tumor,0.068598651,0.196783219,0.2153334,0.510420927,0.292536348,0.405889405,TCGA-DQ-7592-01
HNSC,Tumor,0.128848139,0.216880079,0.239415717,0.697644533,0.287918284,0.34566053,TCGA-CN-4722-01
HNSC,Tumor,0.149505259,0.253770736,0.245027757,0.640382056,0.344163794,0.435164125,TCGA-HD-A633-01
HNSC,Tumor,0.063302544,0.168013936,0.197923555,0.654732162,0.251113209,0.324248868,TCGA-CV-7238-01
HNSC,Tumor,0.038415817,0.156128173,0.161857114,0.64655686,0.25924294,0.471430162,TCGA-CN-5367-01
HNSC,Tumor,0.184227932,0.318991121,0.402773365,0.67952029,0.399302836,0.450886986,TCGA-D6-A74Q-01
HNSC,Tumor,0.081635369,0.198439727,0.266581168,0.536211579,0.274924317,0.380824519,TCGA-CR-5250-01
HNSC,Tumor,0.064940872,0.172013634,0.194436794,0.562933519,0.2601827,0.438237152,TCGA-CV-7437-01
HNSC,Tumor,0.280837274,0.409567781,0.543094876,0.928580326,0.463348015,0.555474027,TCGA-D6-A6EO-01
HNSC,Tumor,0.157059083,0.295516465,0.303835776,0.731575839,0.414915617,0.469696308,TCGA-F7-A61W-01
HNSC,Tumor,0.124338479,0.256334313,0.290318667,0.702999253,0.362787818,0.387266299,TCGA-CV-7446-01
HNSC,Tumor,0.173868449,0.296139444,0.322637779,0.664808391,0.396556848,0.383698369,TCGA-P3-A6T3-01
HNSC,Tumor,0.076211851,0.166206869,0.198802118,0.636692308,0.239123858,0.334821755,TCGA-CV-A468-01
HNSC,Tumor,0.052203029,0.161435538,0.2106555,0.519886457,0.238518748,0.512143666,TCGA-QK-A6V9-01
HNSC,Tumor,0.060062774,0.178276238,0.15442716,0.750689467,0.28663597,0.486500596,TCGA-IQ-A61I-01
HNSC,Tumor,0.081357438,0.197146034,0.235259856,0.603303705,0.291840783,0.386145972,TCGA-CV-A6K2-01
HNSC,Tumor,0.079464535,0.202817498,0.216455177,0.704686424,0.302810642,0.506542676,TCGA-HD-A6I0-01
HNSC,Tumor,0.09822799,0.208946041,0.231572381,0.734613597,0.287206616,0.521118165,TCGA-CV-6962-01
HNSC,Tumor,0.081480011,0.207928548,0.234557081,0.672430147,0.311467874,0.435714617,TCGA-UF-A7JT-01
HNSC,Tumor,0.178409533,0.295923568,0.304714536,0.716541303,0.407307999,0.436914888,TCGA-CR-7379-01
HNSC,Tumor,0.201984392,0.32793849,0.337634485,0.734604138,0.44520325,0.459607138,TCGA-CN-A6V3-01
HNSC,Tumor,0.068170472,0.202377914,0.186771325,0.757113145,0.316922965,0.427119574,TCGA-UF-A7JC-01
HNSC,Tumor,0.037405313,0.150675132,0.156289915,0.694702372,0.246748121,0.292515321,TCGA-CN-5373-01
HNSC,Tumor,0.048775171,0.140157289,0.144361236,0.513509248,0.223474733,0.453545918,TCGA-D6-6827-01
HNSC,Tumor,0.100455352,0.226304796,0.241290103,0.698864323,0.324600664,0.431896882,TCGA-CN-4725-01
HNSC,Tumor,0.15189606,0.27519609,0.29420748,0.623488797,0.38089112,0.452331827,TCGA-BA-5149-01
HNSC,Tumor,0.108498777,0.224492457,0.22145452,0.899870639,0.329852987,0.478481221,TCGA-CV-6003-01
HNSC,Tumor,0.184982912,0.320196758,0.359812094,0.805914957,0.42675657,0.432352881,TCGA-WA-A7GZ-01
HNSC,Tumor,0.072978914,0.193019379,0.210917728,0.472882786,0.291988649,0.500486603,TCGA-CN-5374-01
HNSC,Tumor,0.102252867,0.218607122,0.248341503,0.759636478,0.304212617,0.441715669,TCGA-IQ-A6SG-01
HNSC,Tumor,0.199690148,0.312714694,0.372415587,0.729525973,0.390560412,0.351175751,TCGA-CN-4731-01
HNSC,Tumor,0.090966459,0.210558168,0.25496274,0.519875855,0.299399912,0.405831836,TCGA-CN-4735-01
HNSC,Tumor,0.08046593,0.221202413,0.226452779,0.702405546,0.3400159,0.385718885,TCGA-CV-7423-01
HNSC,Tumor,0.099649242,0.191735443,0.224142539,0.761540845,0.263550328,0.464592208,TCGA-MZ-A7D7-01
HNSC,Tumor,0.062018295,0.182401551,0.196595014,0.815006665,0.282015043,0.464860426,TCGA-CV-7099-01
HNSC,Tumor,0.09530281,0.192059307,0.212967609,0.610907479,0.275213956,0.339498841,TCGA-F7-A50I-01
HNSC,Tumor,0.285550859,0.401264879,0.483805372,0.620728694,0.472774669,0.478061857,TCGA-CV-7253-01
HNSC,Tumor,0.072846924,0.196804548,0.17714617,0.663617823,0.305129106,0.519984187,TCGA-CV-7432-01
HNSC,Tumor,0.056090424,0.141873103,0.166658192,0.506092105,0.215150512,0.324327166,TCGA-D6-6515-01
HNSC,Tumor,0.073295476,0.194991808,0.23664556,0.648955294,0.291156589,0.336949228,TCGA-CV-7236-01
HNSC,Tumor,0.075901401,0.198090713,0.23452532,0.580382736,0.290009217,0.248501314,TCGA-4P-AA8J-01
HNSC,Tumor,0.022847744,0.134839385,0.122339192,0.599070108,0.236624412,0.403238861,TCGA-BA-4076-01
HNSC,Tumor,0.079591554,0.190210416,0.229879558,0.712462929,0.271651177,0.481638853,TCGA-IQ-A61H-01
HNSC,Tumor,0.041851738,0.149428294,0.172502823,0.568516373,0.235079639,0.417325265,TCGA-BA-A6DJ-01
HNSC,Tumor,0.055599992,0.158404308,0.210699135,0.498893478,0.230571933,0.40472577,TCGA-DQ-7590-01
HNSC,Tumor,0.093597125,0.201981976,0.22556744,0.682909615,0.294156378,0.288511405,TCGA-CN-4736-01
HNSC,Tumor,0.072106778,0.181126005,0.174730122,0.64487969,0.278251725,0.38199123,TCGA-D6-6517-01
HNSC,Tumor,0.250222127,0.363322381,0.422386295,0.786621486,0.432609006,0.439207245,TCGA-CN-A63W-01
HNSC,Tumor,0.270660398,0.41478902,0.513809184,0.811605663,0.509431832,0.509015579,TCGA-CR-7398-01
HNSC,Tumor,0.353590126,0.497119187,0.611619705,0.69631912,0.58242322,0.642899802,TCGA-BB-7870-01
HNSC,Tumor,0.213072036,0.326546278,0.406303335,0.842775594,0.398241336,0.352046564,TCGA-CV-7435-01
HNSC,Tumor,0.045485943,0.15014557,0.16069788,0.654635699,0.240078627,0.43507574,TCGA-HD-8634-01
HNSC,Tumor,0.090175064,0.211150952,0.207336605,0.571735859,0.318493468,0.456851846,TCGA-T2-A6WX-01
HNSC,Tumor,0.079245983,0.200568246,0.226549999,0.745335729,0.29811167,0.375559675,TCGA-P3-A6T5-01
HNSC,Tumor,0.102182934,0.201747183,0.219315697,0.619761694,0.283292255,0.520964626,TCGA-P3-A6SW-01
HNSC,Tumor,0.080354909,0.191624539,0.211164972,0.706397721,0.282127375,0.419182688,TCGA-CV-7429-01
HNSC,Tumor,0.070155248,0.20462778,0.202063202,0.741391078,0.313849213,0.325693122,TCGA-CN-6994-01
HNSC,Tumor,0.168144288,0.347661757,0.412353539,0.65545564,0.465346179,0.552952517,TCGA-P3-A6T6-01
HNSC,Tumor,0.232907616,0.36749799,0.532737349,0.86237036,0.422906008,0.458809434,TCGA-BA-6869-01
HNSC,Tumor,0.085911241,0.205318912,0.215736045,0.602565709,0.298362383,0.506750702,TCGA-CQ-5323-01
HNSC,Tumor,0.079884521,0.194523708,0.282425849,0.765134129,0.270862651,0.38603248,TCGA-CV-5435-01
HNSC,Tumor,0.087393612,0.221122387,0.264755973,0.931980682,0.313337155,0.421028633,TCGA-CQ-5332-01
HNSC,Tumor,0.085692197,0.225930844,0.215290573,0.883024741,0.346397869,0.481565036,TCGA-F7-A622-01
HNSC,Tumor,0.166010044,0.289695185,0.403410309,0.87447656,0.355180977,0.521525996,TCGA-CQ-A4CI-01
HNSC,Tumor,0.076916584,0.193086608,0.275282927,0.907539115,0.261336685,0.47022198,TCGA-CN-6021-01
HNSC,Tumor,0.059737657,0.153718384,0.151517921,0.681404386,0.235989487,0.40445427,TCGA-C9-A480-01
HNSC,Tumor,0.142116627,0.262260951,0.25733335,0.579885777,0.377418527,0.390030073,TCGA-RS-A6TO-01
HNSC,Tumor,0.204368792,0.324046882,0.402625355,0.720687435,0.400332744,0.440969309,TCGA-CR-7402-01
HNSC,Tumor,0.222458914,0.327920527,0.395714976,0.83095755,0.403400305,0.460019001,TCGA-CN-A63T-01
HNSC,Tumor,0.073462304,0.224635198,0.252236982,0.693437258,0.344719144,0.463423919,TCGA-CV-7247-01
HNSC,Tumor,0.079711169,0.200085865,0.287329717,0.464095698,0.273416868,0.466980536,TCGA-BB-4228-01
HNSC,Tumor,0.095120179,0.207320951,0.214099424,0.58409531,0.307215293,0.339755522,TCGA-CV-5979-01
HNSC,Tumor,0.077731866,0.160041327,0.199098857,0.798004238,0.229757312,0.426294474,TCGA-BA-A4IH-01
HNSC,Tumor,0.118181624,0.240145306,0.259767684,0.611671957,0.33570626,0.307916241,TCGA-CV-7243-01
HNSC,Tumor,0.090316736,0.17170663,0.156246207,0.621595691,0.258972211,0.284286618,TCGA-D6-A6EP-01
HNSC,Tumor,0.119214983,0.224860189,0.260584207,0.665882617,0.306758928,0.457247927,TCGA-CQ-A4CE-01
HNSC,Tumor,0.038862381,0.127285154,0.12425954,0.555350395,0.207921783,0.418970951,TCGA-CV-7407-01
HNSC,Tumor,0.0941045,0.180249986,0.202448751,0.728647502,0.248078069,0.412388499,TCGA-CV-7248-01
HNSC,Tumor,0.080608544,0.201914283,0.249439169,0.52885761,0.29616357,0.397229158,TCGA-CV-7252-01
HNSC,Tumor,0.049741349,0.143844131,0.160238292,0.646422006,0.231962572,0.389070648,TCGA-CQ-7063-01
HNSC,Tumor,0.097274767,0.202862322,0.271455892,0.746334872,0.271868141,0.410171059,TCGA-CV-7101-01
HNSC,Tumor,0.130335853,0.249056731,0.290409392,0.707737107,0.330770938,0.547597698,TCGA-BA-A4IG-01
HNSC,Tumor,0.074648943,0.172494291,0.194403118,0.584564294,0.254095239,0.316003226,TCGA-CR-7377-01
HNSC,Tumor,0.041596349,0.159187791,0.212962129,0.592945882,0.239076709,0.486628169,TCGA-CR-6473-01
HNSC,Tumor,0.054032433,0.161920685,0.192253459,0.626213906,0.247258003,0.420790696,TCGA-BA-5556-01
HNSC,Tumor,0.191923381,0.315997708,0.354870393,0.558918205,0.418071328,0.435547491,TCGA-CV-A6JE-01
HNSC,Tumor,0.110976426,0.220757768,0.236184626,0.70639489,0.316703315,0.462011917,TCGA-CQ-6220-01
HNSC,Tumor,0.063022848,0.184424048,0.228532224,0.746239242,0.273504638,0.389659043,TCGA-CN-4729-01
HNSC,Tumor,0.113069932,0.230879157,0.277653759,0.569710115,0.315561348,0.330242572,TCGA-QK-A8ZB-01
HNSC,Tumor,0.086462122,0.207172346,0.225880807,0.738411888,0.308565529,0.361836357,TCGA-CN-5355-01
HNSC,Tumor,0.083512593,0.199642965,0.210643091,0.745769816,0.295071186,0.328006315,TCGA-H7-A6C4-01
HNSC,Tumor,0.051108927,0.177039186,0.203392622,0.724861301,0.277097913,0.401069958,TCGA-CQ-6218-01
HNSC,Tumor,0.254976394,0.349353185,0.419637403,0.775875548,0.410171839,0.468802037,TCGA-BB-A5HZ-01
HNSC,Tumor,0.205928054,0.343779582,0.385834566,0.705180804,0.446458509,0.267817758,TCGA-CN-4737-01
HNSC,Tumor,0.095227439,0.215807208,0.263408861,0.479505781,0.297928973,0.444147607,TCGA-CV-5443-01
HNSC,Tumor,0.066683758,0.155284943,0.164012632,0.72912894,0.235751022,0.405267654,TCGA-CQ-6229-01
HNSC,Tumor,0.153084336,0.260364395,0.313129774,0.761926701,0.346149024,0.385274127,TCGA-CR-6484-01
HNSC,Tumor,0.062309512,0.157705785,0.171171587,0.717577375,0.24250974,0.376492473,TCGA-CN-6018-01
HNSC,Tumor,0.081620119,0.207924369,0.204251836,0.78647679,0.315163557,0.355820766,TCGA-BA-A6DI-01
HNSC,Tumor,0.143597847,0.263674681,0.275952999,0.645711692,0.356122844,0.378250379,TCGA-CV-6951-01
HNSC,Tumor,0.048487879,0.154616183,0.17268792,0.868278764,0.240982207,0.385935087,TCGA-CR-7383-01
HNSC,Tumor,0.12499581,0.242648524,0.269148327,0.489730937,0.333834857,0.355989637,TCGA-CN-6013-01
HNSC,Tumor,0.057202837,0.169587799,0.194355885,0.624466664,0.256346749,0.50523427,TCGA-BB-A5HY-01
HNSC,Tumor,0.06211302,0.188995052,0.203799133,0.596781571,0.289884247,0.152518918,TCGA-HD-7831-01
HNSC,Tumor,0.178336824,0.287742305,0.383450825,0.784931909,0.360511908,0.482600686,TCGA-BA-4074-01
HNSC,Tumor,0.061426741,0.167279422,0.183783478,0.572038622,0.253545221,0.312803618,TCGA-F7-8489-01
HNSC,Tumor,0.084308308,0.205540473,0.278147656,0.791914239,0.284900093,0.380318304,TCGA-CV-5434-01
HNSC,Tumor,0.040808988,0.179872626,0.179156042,0.708797276,0.29472445,0.439196094,TCGA-CQ-6223-01
HNSC,Tumor,0.059655351,0.152700041,0.182355289,0.689311441,0.229000986,0.460124886,TCGA-CV-6938-01
HNSC,Tumor,0.066637484,0.174336527,0.186549938,0.579852185,0.266894031,0.414151203,TCGA-IQ-A61E-01
HNSC,Tumor,0.429632836,0.536757678,0.615789235,0.857751631,0.616170452,0.534844118,TCGA-QK-A6VB-01
HNSC,Tumor,0.03294536,0.145634472,0.178995031,0.60058942,0.233027946,0.510933685,TCGA-CN-A499-01
HNSC,Tumor,0.090230811,0.223968468,0.27286177,0.499353195,0.326403136,0.3624594,TCGA-CQ-7067-01
HNSC,Tumor,0.128465005,0.274476381,0.341776069,0.519110371,0.376544145,0.505887243,TCGA-CR-6472-01
HNSC,Tumor,0.072864801,0.179189666,0.182127725,0.558389003,0.277722484,0.465074684,TCGA-CR-7373-01
HNSC,Tumor,0.058192259,0.14753853,0.164254214,0.658119375,0.223611486,0.443173506,TCGA-F7-A620-01
HNSC,Tumor,0.092740549,0.210458809,0.223554488,0.655841495,0.312908675,0.404722432,TCGA-CN-4723-01
HNSC,Tumor,0.056409064,0.171882456,0.193460553,0.63724811,0.265671605,0.270107311,TCGA-IQ-A61J-01
HNSC,Tumor,0.046558327,0.140622926,0.139325393,0.503790527,0.230681044,0.346535931,TCGA-DQ-5625-01
HNSC,Tumor,0.069658776,0.193371898,0.246167245,0.616267246,0.284383806,0.414022899,TCGA-CV-A45X-01
HNSC,Tumor,0.27681145,0.384090036,0.463389901,0.672370894,0.456140249,0.528588397,TCGA-UF-A71D-01
HNSC,Tumor,0.084935427,0.198980631,0.21504448,0.587324313,0.293631338,0.346182799,TCGA-CR-7388-01
HNSC,Tumor,0.212497945,0.32727501,0.333307464,0.704506503,0.434153646,0.293161673,TCGA-UF-A7JD-01
HNSC,Tumor,0.054246685,0.148878167,0.168620387,0.666921715,0.228408551,0.261484572,TCGA-DQ-5630-01
HNSC,Tumor,0.079758545,0.160170948,0.203202165,0.580213924,0.230461069,0.335810518,TCGA-UF-A7JV-01
HNSC,Tumor,0.02912722,0.156804537,0.168765513,0.639078663,0.262061007,0.409216338,TCGA-BA-6872-01
HNSC,Tumor,0.053812778,0.136634295,0.154926664,0.654970067,0.2096204,0.371842777,TCGA-CQ-5325-01
HNSC,Tumor,0.103112299,0.219696521,0.252712082,0.746719896,0.314345702,0.486699609,TCGA-MT-A67A-01
HNSC,Tumor,0.131566176,0.257205896,0.27496639,0.6807643,0.362386991,0.357648543,TCGA-D6-A6EQ-01
HNSC,Tumor,0.076086637,0.159518728,0.166918852,0.593911775,0.233477807,0.36551087,TCGA-CV-6945-01
HNSC,Tumor,0.097539403,0.224639631,0.246637109,0.512724005,0.331216468,0.56017392,TCGA-CR-5248-01
HNSC,Tumor,0.045949132,0.147653563,0.157212412,0.505695686,0.234753638,0.42503981,TCGA-CV-5430-01
HNSC,Tumor,0.202560771,0.331048615,0.349014797,0.861743346,0.433894014,0.416236343,TCGA-CV-7263-01
HNSC,Tumor,0.078471684,0.198174972,0.255747225,0.519765877,0.277358725,0.482068646,TCGA-T2-A6X0-01
HNSC,Tumor,0.128228212,0.248720337,0.33616825,0.88339854,0.320012387,0.506237582,TCGA-DQ-5629-01
HNSC,Tumor,0.065928371,0.20434767,0.242582221,0.650801265,0.30584581,0.470353871,TCGA-CR-7368-01
HNSC,Tumor,0.055537394,0.1501887,0.187341981,0.76419439,0.227231473,0.369735504,TCGA-CQ-A4C6-01
HNSC,Tumor,0.073867692,0.180108471,0.217648609,0.509803002,0.268126674,0.480413403,TCGA-BB-4223-01
HNSC,Tumor,0.06689254,0.183544344,0.212263761,0.47536832,0.275214832,0.326538104,TCGA-H7-A76A-01
HNSC,Tumor,0.165387012,0.278527231,0.319361598,0.608753921,0.367432745,0.299339348,TCGA-CN-A63V-01
HNSC,Tumor,0.06597821,0.188586146,0.213205509,0.661640311,0.285681976,0.256485765,TCGA-CR-7397-01
HNSC,Tumor,0.077903898,0.162160329,0.193334481,0.81539252,0.235422782,0.532169475,TCGA-CN-6023-01
HNSC,Tumor,0.068238028,0.178008992,0.215996289,0.530173359,0.266872139,0.416700326,TCGA-CV-6953-01
HNSC,Tumor,0.052320165,0.161716965,0.189005573,0.505826829,0.245593034,0.243180708,TCGA-CQ-6224-01
HNSC,Tumor,0.066703953,0.171922327,0.203956807,0.551852217,0.25357013,0.422997036,TCGA-CV-A6JO-01
HNSC,Tumor,0.040296712,0.143095373,0.171528877,0.812860346,0.226690695,0.417014506,TCGA-CQ-6219-01
HNSC,Tumor,0.266118038,0.396719858,0.48435486,0.79889722,0.476339369,0.474761809,TCGA-DQ-7595-01
HNSC,Tumor,0.136509738,0.258806324,0.240608991,0.527768087,0.37517068,0.339633745,TCGA-CV-5973-01
HNSC,Tumor,0.092979433,0.191196694,0.225579159,0.688383963,0.271974713,0.283068408,TCGA-CN-5358-01
HNSC,Tumor,0.057784685,0.169093266,0.214682535,0.745004299,0.256456739,0.46908971,TCGA-H7-8501-01
HNSC,Tumor,0.086023067,0.210952296,0.255577399,0.912242113,0.302330114,0.454297873,TCGA-CR-7390-01
HNSC,Tumor,0.064698739,0.194360076,0.239646774,0.851180567,0.291484625,0.456904431,TCGA-CN-5364-01
HNSC,Tumor,0.060650335,0.175414439,0.197960763,0.558761451,0.266852381,0.34853714,TCGA-CV-7438-01
HNSC,Tumor,0.041256055,0.118635968,0.135072138,0.745636342,0.184946954,0.352079171,TCGA-CQ-6222-01
HNSC,Tumor,0.11691387,0.259045801,0.300176127,0.760142913,0.353473603,0.457186554,TCGA-UF-A71E-01
HNSC,Tumor,0.106744528,0.221566622,0.231725603,0.69240027,0.313190835,0.416334574,TCGA-CV-A45U-01
HNSC,Tumor,0.341097768,0.452172133,0.520563672,0.873571727,0.536289286,0.577942162,TCGA-UF-A719-01
HNSC,Tumor,0.134997139,0.262965853,0.286702443,0.743934483,0.371348654,0.38398785,TCGA-MT-A51X-01
HNSC,Tumor,0.205688951,0.320209797,0.310455452,0.607282845,0.423558615,0.370773559,TCGA-CQ-7065-01
HNSC,Tumor,0.091367927,0.202204347,0.218961768,0.498904023,0.294213593,0.300398719,TCGA-QK-AA3K-01
HNSC,Tumor,0.087582278,0.199847948,0.280828145,0.765930737,0.267776705,0.404750107,TCGA-UF-A71A-01
HNSC,Tumor,0.081586818,0.195212573,0.217126578,0.620553985,0.289528987,0.238367777,TCGA-CR-7386-01
HNSC,Tumor,0.152398933,0.285109944,0.327601751,0.486772094,0.385816844,0.479814438,TCGA-CV-6936-01
HNSC,Tumor,0.096422836,0.220434344,0.284120195,0.727332298,0.303710131,0.425245608,TCGA-CN-6012-01
HNSC,Tumor,0.124967807,0.256593641,0.216289547,0.513773051,0.379452734,0.420310662,TCGA-CN-A642-01
HNSC,Tumor,0.072357397,0.170021947,0.210211258,0.705517482,0.245300877,0.270076555,TCGA-CV-A45Y-01
HNSC,Tumor,0.285365346,0.387517449,0.497642899,0.823518967,0.449913247,0.549639922,TCGA-CN-A641-01
HNSC,Tumor,0.081210185,0.173974651,0.197847097,0.627118256,0.252311564,0.311799279,TCGA-CV-A464-01
HNSC,Tumor,0.048376951,0.165091964,0.185179092,0.731503491,0.258814191,0.443669479,TCGA-H7-7774-01
HNSC,Tumor,0.092035887,0.239192021,0.286796743,0.924794113,0.346514168,0.442422596,TCGA-CN-6997-01
HNSC,Tumor,0.194890515,0.336830044,0.483510862,0.792915762,0.395998468,0.558213491,TCGA-BB-7864-01
HNSC,Tumor,0.08022379,0.182700596,0.206051727,0.571747917,0.27345323,0.345929983,TCGA-CN-5370-01
HNSC,Tumor,0.069511683,0.181576945,0.196883661,0.725137741,0.268373982,0.420550049,TCGA-HD-8314-01
HNSC,Tumor,0.05109117,0.163904342,0.178047881,0.650221384,0.263439212,0.25355504,TCGA-CR-6474-01
HNSC,Tumor,0.055314116,0.144410308,0.164069238,0.579753138,0.220395174,0.355246999,TCGA-CV-7410-01
HNSC,Tumor,0.045835128,0.168060708,0.182338655,0.666814246,0.266665761,0.38818362,TCGA-BB-A6UO-01
HNSC,Tumor,0.052633126,0.158613112,0.152910484,0.66160307,0.250664216,0.451587224,TCGA-CV-A463-01
HNSC,Tumor,0.108879757,0.23168031,0.271248805,0.742898333,0.320182778,0.435604217,TCGA-MT-A67D-01
HNSC,Tumor,0.105995338,0.211394916,0.284984259,0.750760992,0.274225716,0.315156758,TCGA-CV-7424-01
